GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1642875,Maxime Raynaud,Maxime,1610612758,SAC,23.0,17,9,8,0.529,3.0,0.846,0.154,0.727,0.0,0.0,0.091,0.273,0.318,0.727,0.75,0.25,0.0,0.0,0.75,0.25,8,13,0.615,186,151,279,194,161,92,314,65,132,247,117,157,52,57,86,239,242,73,125,209,124,179,67,1,2025-26,Regular Season,Scoring
Players,1642877,Micah Peavy,Micah,1610612740,NOP,24.0,6,0,6,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,334,438,225,438,424,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630695,Micah Potter,Micah,1610612754,IND,28.0,9,3,6,0.333,2.7,0.4,0.6,0.333,0.0,0.25,0.0,0.417,0.167,0.333,1.0,0.0,1.0,0.0,1.0,0.0,3,5,0.6,284,308,225,365,219,293,109,244,132,184,183,64,128,211,1,258,1,73,1,266,231,268,68,1,2025-26,Regular Season,Scoring
Players,1629008,Michael Porter Jr.,Michael,1610612751,BKN,27.0,23,5,18,0.217,3.1,0.375,0.625,0.41,0.0,0.308,0.077,0.282,0.0,0.41,0.625,0.375,1.0,0.0,0.75,0.25,12,40,0.3,117,256,462,417,156,307,99,201,132,156,131,150,247,165,121,209,1,73,125,209,80,43,305,1,2025-26,Regular Season,Scoring
Players,1628969,Mikal Bridges,Mikal,1610612752,NYK,29.0,30,18,12,0.6,3.3,0.261,0.739,0.258,0.065,0.677,0.129,0.065,0.0,0.194,1.0,0.0,1.0,0.0,1.0,0.0,11,23,0.478,44,27,373,116,120,342,64,289,102,29,87,299,247,288,1,258,1,73,1,266,85,105,160,1,2025-26,Regular Season,Scoring
Players,201144,Mike Conley,Mike,1610612750,MIN,38.0,11,6,5,0.545,1.6,0.0,1.0,0.0,0.0,0.545,0.0,0.455,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,1.0,265,233,183,177,361,377,1,333,132,58,183,52,247,321,285,258,1,73,1,266,265,330,1,1,2025-26,Regular Season,Scoring
Players,1628970,Miles Bridges,Miles,1610612766,CHA,28.0,20,9,11,0.45,4.8,0.563,0.438,0.471,0.0,0.221,0.059,0.308,0.147,0.471,0.563,0.438,0.8,0.2,0.619,0.381,21,48,0.438,147,151,352,283,12,204,200,169,132,202,146,135,150,135,135,198,188,54,188,168,32,32,191,1,2025-26,Regular Season,Scoring
Players,1630540,Miles McBride,Miles,1610612752,NYK,25.0,13,7,6,0.538,2.6,0.429,0.571,0.25,0.167,0.5,0.208,0.25,0.208,0.083,0.333,0.667,1.0,0.0,0.714,0.286,7,14,0.5,234,204,225,184,237,282,120,291,31,73,43,172,100,315,228,97,1,73,152,201,146,172,119,1,2025-26,Regular Season,Scoring
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,28.0,16,12,4,0.75,1.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,193,103,151,43,375,1,338,1,132,247,183,303,1,1,1,258,242,73,1,266,309,306,273,1,2025-26,Regular Season,Scoring
Players,1628964,Mo Bamba,Mo,1610612762,UTA,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,483,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642885,Mohamed Diawara,Mohamed,1610612752,NYK,20.0,5,4,1,0.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,350,279,36,39,412,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,28.0,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,457,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630541,Moses Moody,Moses,1610612744,GSW,23.0,16,7,9,0.438,2.2,0.364,0.636,0.429,0.0,0.429,0.0,0.142,0.143,0.429,0.333,0.667,1.0,0.0,0.6,0.4,5,11,0.455,193,204,303,301,290,308,97,190,132,104,183,261,153,158,228,97,1,73,192,151,180,196,171,1,2025-26,Regular Season,Scoring
Players,1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,23.0,12,6,6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,247,233,225,213,450,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1630619,Moussa Cisse,Moussa,1610612742,DAL,23.0,7,3,4,0.429,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,309,308,151,306,455,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631217,Moussa Diabaté,Moussa,1610612766,CHA,24.0,21,9,12,0.429,3.4,1.0,0.0,0.769,0.0,0.0,0.154,0.231,0.308,0.769,0.8,0.2,0.0,0.0,0.8,0.2,5,5,1.0,137,151,373,306,101,1,338,57,132,247,70,191,56,50,80,250,242,73,109,237,180,268,1,1,2025-26,Regular Season,Scoring
Players,1626167,Myles Turner,Myles,1610612749,MIL,30.0,29,17,12,0.586,2.9,0.273,0.727,0.195,0.0,0.732,0.0,0.073,0.195,0.195,0.5,0.5,1.0,0.0,0.857,0.143,14,22,0.636,49,41,373,139,177,339,66,310,132,25,183,295,111,287,141,147,1,73,96,256,62,111,62,1,2025-26,Regular Season,Scoring
Players,1641772,Nae'Qwan Tomlin,Nae'Qwan,1610612739,CLE,25.0,3,1,2,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,390,383,86,365,447,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630230,Naji Marshall,Naji,1610612742,DAL,28.0,42,17,25,0.405,2.9,0.545,0.455,0.433,0.033,0.25,0.267,0.317,0.167,0.4,0.615,0.385,0.8,0.2,0.667,0.333,18,33,0.545,1,41,482,329,178,215,189,189,127,184,31,129,128,168,125,208,188,54,161,176,44,60,99,1,2025-26,Regular Season,Scoring
Players,1631466,Nate Williams,Nate,1610612744,GSW,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,481,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1629675,Naz Reid,Naz,1610612750,MIN,26.0,25,15,10,0.6,1.7,0.333,0.667,0.5,0.0,0.375,0.0,0.125,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,3,15,0.2,96,63,327,116,356,314,74,151,132,129,183,271,247,119,1,258,1,73,1,266,231,163,345,1,2025-26,Regular Season,Scoring
Players,1629674,Neemias Queta,Neemias,1610612738,BOS,26.0,24,10,14,0.417,2.5,1.0,0.0,0.571,0.0,0.0,0.0,0.429,0.095,0.571,1.0,0.0,0.0,0.0,1.0,0.0,6,9,0.667,105,132,411,322,242,1,338,116,132,247,183,60,202,98,1,258,242,73,1,266,164,214,48,1,2025-26,Regular Season,Scoring
Players,1629651,Nic Claxton,Nic,1610612751,BKN,26.0,24,6,18,0.25,2.8,1.0,0.0,0.833,0.0,0.0,0.0,0.167,0.0,0.833,0.2,0.8,0.0,0.0,0.2,0.8,5,14,0.357,105,233,462,402,202,1,338,47,132,247,183,242,247,39,263,67,242,73,325,28,180,172,264,1,2025-26,Regular Season,Scoring
Players,1630208,Nick Richards,Nick,1610612741,CHI,28.0,7,2,5,0.286,1.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,309,346,183,385,332,1,338,333,132,247,183,1,247,321,285,258,242,73,334,266,356,362,356,2,2025-26,Regular Season,Scoring
Players,1641733,Nick Smith Jr.,Nick,1610612747,LAL,21.0,1,1,0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,442,383,1,1,441,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612737,ATL,27.0,33,16,17,0.485,3.8,0.463,0.537,0.289,0.053,0.434,0.211,0.277,0.276,0.237,0.273,0.727,1.0,0.0,0.636,0.364,22,54,0.407,24,49,452,258,60,267,139,271,116,103,42,155,68,274,246,87,1,73,182,174,30,24,223,1,2025-26,Regular Season,Scoring
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,37.0,19,7,12,0.368,1.5,0.2,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,5,0.2,163,204,373,352,370,357,43,1,132,247,183,303,247,1,285,1,242,73,334,1,309,268,345,1,2025-26,Regular Season,Scoring
Players,1628502,Nigel Hayes-Davis,Nigel,1610612756,PHX,31.0,1,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,469,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,31.0,32,15,17,0.469,4.8,0.699,0.301,0.503,0.052,0.116,0.0,0.381,0.058,0.452,0.462,0.538,0.833,0.167,0.511,0.489,45,93,0.484,29,63,452,271,13,133,273,150,118,233,183,82,234,147,187,146,183,60,226,130,5,3,157,1,2025-26,Regular Season,Scoring
Players,1631107,Nikola Jović,Nikola,1610612748,MIA,22.0,4,3,1,0.75,1.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,371,308,36,43,382,377,1,333,132,247,183,1,247,321,285,258,242,73,334,266,356,330,356,1,2025-26,Regular Season,Scoring
Players,202696,Nikola Vučević,Nikola,1610612738,BOS,35.0,29,16,13,0.552,3.7,0.571,0.429,0.567,0.1,0.35,0.0,0.083,0.1,0.467,0.882,0.118,1.0,0.0,0.917,0.083,24,49,0.49,49,49,397,172,63,198,204,125,65,143,183,289,196,139,76,257,1,73,91,265,23,30,155,2,2025-26,Regular Season,Scoring
Players,1642363,Nique Clifford,Nique,1610612758,SAC,24.0,11,7,4,0.636,3.0,0.556,0.444,0.571,0.0,0.214,0.0,0.215,0.143,0.571,0.0,1.0,1.0,0.0,0.2,0.8,5,9,0.556,265,204,151,98,170,208,194,116,132,204,183,205,153,98,285,1,1,73,325,28,180,214,94,1,2025-26,Regular Season,Scoring
Players,1641730,Noah Clowney,Noah,1610612751,BKN,21.0,21,6,15,0.286,2.6,0.308,0.692,0.235,0.0,0.353,0.176,0.412,0.412,0.235,0.0,1.0,1.0,0.0,0.5,0.5,4,13,0.308,137,233,424,385,232,334,72,302,132,140,57,67,28,275,285,1,1,73,227,94,206,179,301,1,2025-26,Regular Season,Scoring
Players,1642869,Noah Penda,Noah,1610612753,ORL,21.0,7,6,1,0.857,3.1,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,6,0.333,309,233,36,37,150,230,147,1,132,247,183,303,247,1,285,1,242,73,334,1,265,252,273,1,2025-26,Regular Season,Scoring
Players,1642849,Nolan Traore,Nolan,1610612751,BKN,19.0,13,3,10,0.231,3.6,0.625,0.375,0.438,0.063,0.281,0.094,0.281,0.094,0.375,0.429,0.571,1.0,0.0,0.6,0.4,10,24,0.417,234,308,327,414,81,173,229,187,104,166,115,152,206,187,195,132,1,73,192,151,93,97,215,1,2025-26,Regular Season,Scoring
Players,1626181,Norman Powell,Norman,1610612748,MIA,32.0,21,11,10,0.524,3.0,0.806,0.194,0.5,0.0,0.063,0.021,0.437,0.167,0.5,0.583,0.417,1.0,0.0,0.615,0.385,13,31,0.419,137,115,327,202,162,99,307,151,132,244,178,55,128,119,132,201,1,73,189,167,73,70,214,1,2025-26,Regular Season,Scoring
Players,1628384,OG Anunoby,OG,1610612752,NYK,28.0,28,18,10,0.643,3.2,0.538,0.462,0.264,0.0,0.34,0.038,0.396,0.132,0.264,0.714,0.286,1.0,0.0,0.846,0.154,13,26,0.5,61,27,327,95,135,219,184,286,132,145,160,73,171,254,96,234,1,73,101,255,73,88,119,1,2025-26,Regular Season,Scoring
Players,1630167,Obi Toppin,Obi,1610612754,IND,28.0,2,0,2,0.0,9.6,0.571,0.429,0.727,0.0,0.273,0.182,0.0,0.0,0.727,0.5,0.5,1.0,0.0,0.6,0.4,5,7,0.714,412,438,86,438,2,198,204,65,132,169,51,303,247,57,141,147,1,73,192,151,180,240,42,1,2025-26,Regular Season,Scoring
Players,1630534,Ochai Agbaji,Ochai,1610612751,BKN,25.0,4,1,3,0.25,2.0,0.25,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,371,383,123,402,316,343,57,333,132,247,183,1,247,321,285,258,242,73,334,266,356,286,356,2,2025-26,Regular Season,Scoring
Players,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612763,MEM,23.0,9,4,5,0.444,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,284,279,183,292,383,377,338,333,132,247,183,1,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630209,Omer Yurtseven,Omer,1610612744,GSW,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,483,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,25.0,28,15,13,0.536,3.4,0.235,0.765,0.261,0.0,0.522,0.087,0.217,0.304,0.261,0.667,0.333,1.0,0.0,0.857,0.143,7,17,0.412,61,63,397,189,108,351,53,287,132,71,123,203,58,256,101,215,1,73,96,256,146,144,220,1,2025-26,Regular Season,Scoring
Players,1631131,Oscar Tshiebwe,Oscar,1610612762,UTA,26.0,3,0,3,0.0,3.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1.0,390,438,123,438,140,1,338,1,132,247,183,303,247,1,285,1,242,73,334,1,309,362,1,1,2025-26,Regular Season,Scoring
Players,1642345,Oso Ighodaro,Oso,1610612756,PHX,23.0,24,8,16,0.333,2.9,1.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,5,6,0.833,105,180,437,365,182,1,338,1,19,247,183,303,247,41,1,258,242,73,1,266,180,252,32,1,2025-26,Regular Season,Scoring
Players,1631172,Ousmane Dieng,Ousmane,1610612749,MIL,22.0,6,3,3,0.5,1.6,1.0,0.0,0.8,0.0,0.0,0.4,0.2,0.4,0.8,0.5,0.5,0.0,0.0,0.5,0.5,2,2,1.0,334,308,123,213,362,1,338,49,132,247,16,208,29,41,141,147,242,73,227,94,265,330,1,2,2025-26,Regular Season,Scoring
Players,1629023,P.J. Washington,P.J.,1610612742,DAL,27.0,31,10,21,0.323,3.6,0.471,0.529,0.444,0.0,0.167,0.194,0.389,0.139,0.444,0.625,0.375,1.0,0.0,0.7,0.3,10,34,0.294,36,132,475,381,74,264,142,181,132,220,49,74,160,149,121,209,1,73,157,198,93,56,307,1,2025-26,Regular Season,Scoring
Players,1641790,PJ Hall,PJ,1610612766,CHA,24.0,3,0,3,0.0,1.3,1.0,0.0,0.4,0.0,0.0,0.0,0.6,0.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,390,438,123,438,395,1,338,203,132,247,183,27,247,168,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,23.0,36,24,12,0.667,4.2,0.772,0.228,0.528,0.083,0.083,0.125,0.389,0.125,0.444,0.316,0.684,1.0,0.0,0.381,0.619,21,79,0.266,13,4,373,72,38,108,298,139,79,243,90,74,174,149,238,95,1,73,291,65,32,10,321,1,2025-26,Regular Season,Scoring
Players,1627783,Pascal Siakam,Pascal,1610612754,IND,32.0,28,10,18,0.357,3.7,0.839,0.161,0.71,0.161,0.097,0.032,0.193,0.21,0.548,0.227,0.773,1.0,0.0,0.292,0.708,24,56,0.429,61,132,462,361,64,95,311,75,34,238,169,220,97,109,260,73,1,73,314,42,23,22,198,1,2025-26,Regular Season,Scoring
Players,1626192,Pat Connaughton,Pat,1610612766,CHA,33.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,462,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630311,Pat Spencer,Pat,1610612744,GSW,29.0,12,5,7,0.417,2.0,0.545,0.455,0.353,0.0,0.529,0.118,0.118,0.0,0.353,0.0,1.0,0.667,0.333,0.333,0.667,6,11,0.545,247,256,251,322,314,215,189,239,132,68,99,278,247,203,285,1,204,29,302,48,164,196,99,1,2025-26,Regular Season,Scoring
Players,1631116,Patrick Baldwin Jr.,Patrick,1610612758,SAC,23.0,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,458,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1630172,Patrick Williams,Patrick,1610612741,CHI,24.0,17,9,8,0.529,1.2,0.333,0.667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,0.333,186,151,279,194,396,314,74,1,1,247,183,303,247,321,1,258,242,73,1,266,309,306,273,1,2025-26,Regular Season,Scoring
Players,202331,Paul George,Paul,1610612755,PHI,35.0,14,7,7,0.5,4.7,0.412,0.588,0.167,0.0,0.5,0.0,0.333,0.208,0.167,0.0,1.0,0.75,0.25,0.5,0.5,6,17,0.353,217,204,251,213,17,291,114,318,132,73,183,103,100,298,285,1,195,44,227,94,164,144,267,1,2025-26,Regular Season,Scoring
Players,1630194,Paul Reed,Paul,1610612765,DET,26.0,13,8,5,0.615,1.5,0.909,0.091,0.75,0.0,0.0,0.0,0.25,0.25,0.75,0.5,0.5,0.0,0.0,0.5,0.5,6,11,0.545,234,180,183,109,365,78,328,59,132,247,183,172,74,51,141,147,242,73,227,94,164,196,99,1,2025-26,Regular Season,Scoring
Players,1630202,Payton Pritchard,Payton,1610612738,BOS,28.0,29,15,14,0.517,3.1,0.542,0.458,0.27,0.108,0.405,0.108,0.325,0.108,0.162,0.2,0.8,1.0,0.0,0.6,0.4,10,24,0.417,49,63,411,209,155,218,188,281,62,123,107,123,192,301,263,67,1,73,192,151,93,97,215,1,2025-26,Regular Season,Scoring
Players,1641796,Pelle Larsson,Pelle,1610612748,MIA,25.0,19,11,8,0.579,2.8,0.563,0.438,0.56,0.0,0.24,0.08,0.2,0.36,0.56,0.571,0.429,1.0,0.0,0.667,0.333,9,16,0.563,163,115,279,149,204,204,200,128,132,188,125,208,39,106,133,199,1,73,161,176,108,155,90,1,2025-26,Regular Season,Scoring
Players,1631250,Pete Nance,Pete,1610612749,MIL,26.0,4,2,2,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,371,346,86,213,336,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631212,Peyton Watson,Peyton,1610612743,DEN,23.0,22,12,10,0.545,3.7,0.588,0.412,0.333,0.111,0.167,0.0,0.5,0.167,0.222,0.667,0.333,1.0,0.0,0.75,0.25,4,17,0.235,128,103,327,177,65,191,214,244,59,220,183,34,128,279,101,215,1,73,125,209,206,144,337,1,2025-26,Regular Season,Scoring
Players,1630173,Precious Achiuwa,Precious,1610612758,SAC,26.0,14,10,4,0.714,2.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5,0.5,2,4,0.5,217,132,151,57,301,1,338,1,132,247,183,303,247,1,141,147,242,73,227,94,265,286,119,1,2025-26,Regular Season,Scoring
Players,1629656,Quentin Grimes,Quentin,1610612755,PHI,25.0,30,14,16,0.467,4.2,0.4,0.6,0.271,0.068,0.356,0.034,0.373,0.169,0.203,0.375,0.625,0.857,0.143,0.6,0.4,15,35,0.429,44,80,437,272,35,293,109,279,99,139,165,86,127,283,217,111,179,65,192,151,56,54,198,1,2025-26,Regular Season,Scoring
Players,1631245,Quenton Jackson,Quenton,1610612754,IND,27.0,11,4,7,0.364,2.2,0.333,0.667,0.25,0.0,0.563,0.0,0.187,0.0,0.25,0.5,0.5,1.0,0.0,0.8,0.2,5,6,0.833,265,279,251,353,294,314,74,291,132,54,183,227,247,261,141,147,1,73,109,237,180,252,32,1,2025-26,Regular Season,Scoring
Players,1642366,Quinten Post,Quinten,1610612744,GSW,26.0,14,4,10,0.286,1.9,0.333,0.667,0.571,0.0,0.429,0.0,0.0,0.429,0.571,1.0,0.0,1.0,0.0,1.0,0.0,3,6,0.5,217,279,327,385,329,314,74,116,132,104,183,303,25,98,1,258,1,73,1,266,231,252,119,1,2025-26,Regular Season,Scoring
Players,1629628,RJ Barrett,RJ,1610612761,TOR,25.0,19,9,10,0.474,2.7,0.667,0.333,0.696,0.087,0.13,0.217,0.174,0.174,0.609,0.5,0.5,1.0,0.0,0.556,0.444,9,18,0.5,163,151,327,266,218,141,248,76,78,230,40,239,124,90,141,147,1,73,215,137,108,139,119,1,2025-26,Regular Season,Scoring
Players,1642853,Rasheer Fleming,Rasheer,1610612756,PHX,21.0,2,0,2,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,438,86,438,384,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1642484,RayJ Dennis,RayJ,1610612737,ATL,25.0,2,0,2,0.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,438,86,438,251,377,1,333,132,247,183,1,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1641712,Rayan Rupert,Rayan,1610612763,MEM,21.0,5,4,1,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,350,279,36,39,425,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,2,2025-26,Regular Season,Scoring
Players,1642263,Reed Sheppard,Reed,1610612745,HOU,21.0,33,16,17,0.485,2.9,0.333,0.667,0.182,0.121,0.545,0.0,0.273,0.091,0.061,0.667,0.333,0.667,0.333,0.667,0.333,9,30,0.3,24,49,452,258,176,314,74,312,55,58,183,157,209,319,101,215,204,29,161,176,108,72,305,1,2025-26,Regular Season,Scoring
Players,1642265,Rob Dillingham,Rob,1610612741,CHI,21.0,2,2,0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,346,1,1,440,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,2,2025-26,Regular Season,Scoring
Players,1629057,Robert Williams III,Robert,1610612757,POR,28.0,19,9,10,0.474,1.6,0.857,0.143,0.727,0.0,0.0,0.0,0.273,0.182,0.727,0.75,0.25,0.0,0.0,0.75,0.25,4,7,0.571,163,151,327,266,364,88,317,65,132,247,183,157,116,57,86,239,242,73,125,209,206,240,87,1,2025-26,Regular Season,Scoring
Players,1631199,Ron Harper Jr.,Ron,1610612738,BOS,25.0,3,1,2,0.333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,390,383,86,365,461,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641842,Ronald Holland II,Ronald,1610612765,DET,20.0,11,5,6,0.455,2.2,0.556,0.444,0.364,0.182,0.273,0.636,0.363,0.0,0.182,0.5,0.5,1.0,0.0,0.667,0.333,3,9,0.333,265,256,225,280,289,208,194,232,25,169,6,90,247,292,141,147,1,73,161,176,231,214,273,1,2025-26,Regular Season,Scoring
Players,1626220,Royce O'Neale,Royce,1610612756,PHX,32.0,31,16,15,0.516,3.3,0.24,0.76,0.154,0.0,0.692,0.077,0.154,0.192,0.154,0.0,1.0,1.0,0.0,0.75,0.25,8,25,0.32,36,49,424,210,113,350,56,321,132,27,131,254,112,304,285,1,1,73,125,209,124,91,294,1,2025-26,Regular Season,Scoring
Players,203497,Rudy Gobert,Rudy,1610612750,MIN,33.0,27,16,11,0.593,3.1,1.0,0.0,0.741,0.074,0.0,0.111,0.259,0.185,0.667,0.7,0.3,0.0,0.0,0.7,0.3,10,17,0.588,72,49,352,136,144,1,338,64,91,247,104,170,115,67,100,233,242,73,157,198,93,144,78,1,2025-26,Regular Season,Scoring
