GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,FGM,FGA,FG_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1630639,A.J. Lawson,A.J.,1610612761,TOR,25.0,2,1,1,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,383,36,213,459,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631260,AJ Green,AJ,1610612749,MIL,26.0,27,14,13,0.519,3.4,0.042,0.958,0.095,0.095,0.714,0.0,0.191,0.286,0.0,1.0,0.0,1.0,0.0,1.0,0.0,6,24,0.25,72,80,397,206,100,376,30,328,71,26,183,221,63,321,1,258,1,73,1,266,164,97,323,1,2025-26,Regular Season,Scoring
Players,1642358,AJ Johnson,AJ,1610612742,DAL,21.0,2,1,1,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,412,383,36,213,165,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,2,2025-26,Regular Season,Scoring
Players,203932,Aaron Gordon,Aaron,1610612743,DEN,30.0,14,9,5,0.643,5.2,0.552,0.448,0.375,0.083,0.5,0.104,0.125,0.146,0.292,0.667,0.333,0.875,0.125,0.765,0.235,17,29,0.586,217,151,183,95,7,213,193,228,79,73,109,271,151,241,101,215,177,69,124,232,48,75,81,1,2025-26,Regular Season,Scoring
Players,1628988,Aaron Holiday,Aaron,1610612745,HOU,29.0,17,9,8,0.529,1.4,0.111,0.889,0.0,0.0,0.667,0.444,0.333,0.333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,9,0.222,186,151,279,194,380,372,33,333,132,30,15,103,42,321,285,258,1,73,1,266,265,214,340,1,2025-26,Regular Season,Scoring
Players,1630174,Aaron Nesmith,Aaron,1610612754,IND,26.0,20,8,12,0.4,3.5,0.348,0.652,0.4,0.08,0.48,0.0,0.12,0.0,0.32,0.6,0.4,1.0,0.0,0.778,0.222,9,23,0.391,147,180,373,330,91,313,93,203,83,93,183,276,247,227,127,202,1,73,120,234,108,105,238,1,2025-26,Regular Season,Scoring
Players,1630598,Aaron Wiggins,Aaron,1610612760,OKC,27.0,17,11,6,0.647,2.0,0.0,1.0,0.0,0.0,0.9,0.0,0.1,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,8,0.375,186,115,225,92,322,377,1,333,132,13,183,280,196,321,285,258,1,73,1,266,231,229,245,1,2025-26,Regular Season,Scoring
Players,1642846,Ace Bailey,Ace,1610612762,UTA,19.0,21,6,15,0.286,2.8,0.611,0.389,0.667,0.333,0.333,0.0,0.0,0.111,0.333,0.667,0.333,1.0,0.0,0.75,0.25,8,18,0.444,137,233,424,385,201,180,225,82,8,146,183,303,189,211,101,215,1,73,125,209,124,139,180,1,2025-26,Regular Season,Scoring
Players,1642380,Adama Bal,Adama,1610612763,MEM,22.0,1,1,0,1.0,5.3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,442,383,1,1,6,377,1,333,132,1,183,303,247,321,285,258,1,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1641737,Adem Bona,Adem,1610612755,PHI,23.0,16,9,7,0.563,3.3,1.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.75,0.0,1.0,0.0,0.0,0.0,1.0,3,5,0.6,193,151,251,161,118,1,338,59,132,247,183,172,247,51,285,1,242,73,334,1,231,268,68,1,2025-26,Regular Season,Scoring
Players,1642349,Ajay Mitchell,Ajay,1610612760,OKC,23.0,20,15,5,0.75,2.8,0.684,0.316,0.438,0.063,0.188,0.094,0.374,0.094,0.375,0.429,0.571,1.0,0.0,0.556,0.444,9,19,0.474,147,63,183,43,191,140,266,187,104,214,115,84,206,187,195,132,1,73,215,137,108,128,161,1,2025-26,Regular Season,Scoring
Players,201143,Al Horford,Al,1610612744,GSW,39.0,16,7,9,0.438,2.8,0.438,0.563,0.364,0.0,0.545,0.0,0.091,0.0,0.364,0.0,1.0,1.0,0.0,0.5,0.5,4,16,0.25,193,204,303,301,198,278,127,232,132,58,183,284,247,195,285,1,1,73,227,94,206,155,323,1,2025-26,Regular Season,Scoring
Players,1627936,Alex Caruso,Alex,1610612760,OKC,32.0,19,14,5,0.737,3.3,0.381,0.619,0.118,0.0,0.882,0.118,0.0,0.647,0.118,0.0,1.0,1.0,0.0,0.833,0.167,6,21,0.286,163,80,183,54,125,303,101,326,132,14,99,303,10,311,285,1,1,73,103,249,164,116,310,1,2025-26,Regular Season,Scoring
Players,1642259,Alex Sarr,Alex,1610612764,WAS,20.0,14,7,7,0.5,4.3,0.7,0.3,0.593,0.0,0.222,0.0,0.185,0.222,0.593,0.75,0.25,1.0,0.0,0.8,0.2,10,20,0.5,217,204,251,213,28,129,274,113,132,200,183,231,88,95,86,239,1,73,109,237,93,121,119,1,2025-26,Regular Season,Scoring
Players,1642918,Alijah Martin,Alijah,1610612761,TOR,24.0,1,1,0,1.0,9.8,0.333,0.667,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,442,383,1,1,1,314,74,333,132,247,1,1,1,321,285,258,242,73,334,266,356,306,356,1,2025-26,Regular Season,Scoring
Players,1631214,Alondes Williams,Alondes,1610612764,WAS,26.0,2,2,0,1.0,1.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,412,346,1,1,403,1,338,1,132,247,183,303,247,1,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1630578,Alperen Sengun,Alperen,1610612745,HOU,23.0,36,18,18,0.5,4.2,0.939,0.061,0.783,0.043,0.0,0.033,0.217,0.109,0.739,0.5,0.5,0.0,0.0,0.5,0.5,36,82,0.439,13,27,462,213,37,73,333,55,121,247,168,203,191,56,141,147,242,73,227,94,9,8,189,1,2025-26,Regular Season,Scoring
Players,1642873,Amari Williams,Amari,1610612738,BOS,24.0,3,3,0,1.0,1.7,1.0,0.0,0.667,0.0,0.0,0.0,0.333,0.0,0.667,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1.0,390,308,1,1,353,1,338,82,132,247,183,103,247,67,1,258,242,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1641708,Amen Thompson,Amen,1610612745,HOU,23.0,40,18,22,0.45,4.2,0.941,0.059,0.712,0.0,0.0,0.055,0.288,0.068,0.712,0.423,0.577,0.0,0.0,0.423,0.577,26,51,0.51,5,27,477,283,34,71,334,74,132,247,148,146,225,64,202,131,242,73,282,73,20,27,118,1,2025-26,Regular Season,Scoring
Players,1629599,Amir Coffey,Amir,1610612756,PHX,28.0,3,2,1,0.667,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,390,346,36,72,407,377,338,333,132,247,183,1,247,321,285,258,242,73,334,266,356,406,356,2,2025-26,Regular Season,Scoring
Players,1643158,Andersson Garcia,Andersson,1610612762,UTA,25.0,2,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,438,86,438,318,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,203083,Andre Drummond,Andre,1610612755,PHI,32.0,12,7,5,0.583,2.6,0.857,0.143,0.6,0.0,0.0,0.0,0.4,0.0,0.6,0.667,0.333,0.0,0.0,0.667,0.333,3,7,0.429,247,204,183,140,227,88,317,110,132,247,183,69,247,91,101,215,242,73,161,176,231,240,198,1,2025-26,Regular Season,Scoring
Players,1641748,Andre Jackson Jr.,Andre,1610612749,MIL,24.0,1,0,1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,438,36,438,436,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1629614,Andrew Nembhard,Andrew,1610612754,IND,26.0,22,8,14,0.364,3.5,0.719,0.281,0.647,0.118,0.265,0.0,0.088,0.088,0.529,0.182,0.818,0.333,0.667,0.214,0.786,14,32,0.438,128,180,411,353,93,124,282,95,57,178,183,287,212,112,267,65,235,9,321,32,62,65,191,1,2025-26,Regular Season,Scoring
Players,203952,Andrew Wiggins,Andrew,1610612748,MIA,31.0,25,13,12,0.52,3.3,0.458,0.542,0.25,0.0,0.5,0.25,0.25,0.188,0.25,0.333,0.667,1.0,0.0,0.714,0.286,14,24,0.583,96,91,373,203,128,269,137,291,132,73,33,172,113,261,228,97,1,73,152,201,62,97,82,1,2025-26,Regular Season,Scoring
Players,1629014,Anfernee Simons,Anfernee,1610612741,CHI,26.0,20,8,12,0.4,1.3,0.556,0.444,0.133,0.0,0.4,0.0,0.467,0.133,0.133,1.0,0.0,0.5,0.5,0.667,0.333,3,9,0.333,147,180,373,330,391,208,194,324,132,124,183,49,166,310,1,258,221,18,161,176,231,214,273,2,2025-26,Regular Season,Scoring
Players,1641710,Anthony Black,Anthony,1610612753,ORL,22.0,25,17,8,0.68,4.3,0.75,0.25,0.718,0.051,0.154,0.308,0.128,0.359,0.667,0.714,0.286,1.0,0.0,0.75,0.25,16,32,0.5,96,41,279,68,26,112,288,73,119,226,27,269,40,67,96,234,1,73,125,209,51,65,119,1,2025-26,Regular Season,Scoring
Players,203076,Anthony Davis,Anthony,1610612764,WAS,33.0,12,7,5,0.583,2.8,0.933,0.067,0.933,0.267,0.0,0.0,0.067,0.2,0.667,0.286,0.714,0.0,0.0,0.286,0.714,7,15,0.467,247,204,183,140,196,74,332,39,13,247,183,298,106,67,241,88,242,73,315,40,146,163,164,1,2025-26,Regular Season,Scoring
Players,1630162,Anthony Edwards,Anthony,1610612750,MIN,24.0,23,14,9,0.609,4.0,0.571,0.429,0.515,0.152,0.295,0.136,0.19,0.152,0.364,0.324,0.676,0.462,0.538,0.362,0.638,47,84,0.56,117,80,303,114,47,198,204,148,41,163,79,225,147,195,237,96,230,17,299,57,3,6,92,1,2025-26,Regular Season,Scoring
Players,1630264,Anthony Gill,Anthony,1610612764,WAS,33.0,9,4,5,0.444,2.5,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1.0,284,279,183,292,248,1,338,1,132,247,8,303,247,1,1,258,242,73,1,266,265,330,1,1,2025-26,Regular Season,Scoring
Players,1630574,Ariel Hukporti,Ariel,1610612752,NYK,23.0,7,4,3,0.571,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,309,279,123,153,393,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1642854,Asa Newell,Asa,1610612737,ATL,20.0,2,0,2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,438,86,438,470,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1641709,Ausar Thompson,Ausar,1610612765,DET,23.0,36,24,12,0.667,2.6,0.9,0.1,0.88,0.08,0.0,0.24,0.12,0.24,0.8,0.455,0.545,0.0,0.0,0.455,0.545,11,20,0.55,13,4,373,72,235,79,326,43,83,247,36,276,82,41,188,145,242,73,267,88,85,121,98,1,2025-26,Regular Season,Scoring
Players,1630559,Austin Reaves,Austin,1610612747,LAL,27.0,19,14,5,0.737,3.4,0.44,0.56,0.519,0.074,0.111,0.037,0.37,0.037,0.444,0.286,0.714,1.0,0.0,0.375,0.625,8,25,0.32,163,80,183,54,110,276,129,144,91,234,161,87,241,149,241,88,1,73,292,60,124,91,294,1,2025-26,Regular Season,Scoring
Players,1630245,Ayo Dosunmu,Ayo,1610612750,MIN,26.0,26,14,12,0.538,2.3,0.476,0.524,0.242,0.0,0.455,0.091,0.303,0.182,0.242,0.25,0.75,1.0,0.0,0.667,0.333,9,21,0.429,89,80,373,184,282,261,145,300,132,96,117,138,116,270,248,75,1,73,161,176,108,116,198,2,2025-26,Regular Season,Scoring
Players,1628389,Bam Adebayo,Bam,1610612748,MIA,28.0,29,13,16,0.448,2.8,0.611,0.389,0.326,0.093,0.209,0.047,0.465,0.209,0.233,0.429,0.571,1.0,0.0,0.6,0.4,10,36,0.278,49,91,437,288,190,180,225,261,74,207,154,50,98,277,195,132,1,73,192,151,93,52,318,1,2025-26,Regular Season,Scoring
Players,1631248,Baylor Scheierman,Baylor,1610612738,BOS,25.0,12,7,5,0.583,2.3,0.333,0.667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,247,204,183,140,284,314,74,333,132,247,183,303,247,321,285,258,242,73,334,266,356,306,356,1,2025-26,Regular Season,Scoring
Players,1642879,Ben Saraf,Ben,1610612751,BKN,19.0,7,0,7,0.0,2.6,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,1.0,0.5,0.5,0.0,0.0,0.5,0.5,4,7,0.571,309,438,251,438,231,1,338,1,132,247,33,303,74,1,141,147,242,73,227,94,206,240,87,1,2025-26,Regular Season,Scoring
Players,1641767,Ben Sheppard,Ben,1610612754,IND,24.0,17,4,13,0.235,2.7,0.429,0.571,0.667,0.0,0.0,0.167,0.333,0.5,0.667,0.5,0.5,0.0,0.0,0.5,0.5,2,7,0.286,186,279,397,413,217,282,120,82,132,247,61,103,14,67,141,147,242,73,227,94,265,240,310,1,2025-26,Regular Season,Scoring
Players,1631097,Bennedict Mathurin,Bennedict,1610612746,LAC,23.0,22,8,14,0.364,4.2,0.5,0.5,0.419,0.047,0.0,0.233,0.581,0.279,0.372,0.444,0.556,0.0,0.0,0.444,0.556,9,28,0.321,128,180,411,353,33,230,147,196,120,247,37,30,67,192,189,139,242,73,270,82,108,83,292,2,2025-26,Regular Season,Scoring
Players,1643016,Bez Mbeng,Bez,1610612762,UTA,22.0,5,0,5,0.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,350,438,183,438,285,377,1,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1641731,Bilal Coulibaly,Bilal,1610612764,WAS,21.0,13,8,5,0.615,2.7,0.636,0.364,0.381,0.095,0.429,0.0,0.19,0.095,0.286,0.25,0.75,0.667,0.333,0.429,0.571,7,11,0.636,234,180,183,109,210,165,239,225,71,104,183,221,202,242,248,75,204,29,275,75,146,196,62,1,2025-26,Regular Season,Scoring
Players,1642396,Blake Hinson,Blake,1610612762,UTA,26.0,1,1,0,1.0,5.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,1.0,442,383,1,1,4,377,1,333,132,1,183,303,247,321,285,258,1,73,1,266,265,330,1,1,2025-26,Regular Season,Scoring
Players,1626171,Bobby Portis,Bobby,1610612749,MIL,31.0,19,10,9,0.526,1.8,0.667,0.333,0.667,0.0,0.333,0.0,0.0,0.0,0.667,1.0,0.0,1.0,0.0,1.0,0.0,4,6,0.667,163,132,303,200,339,141,248,82,132,146,183,303,247,67,1,258,1,73,1,266,206,252,48,1,2025-26,Regular Season,Scoring
Players,203992,Bogdan Bogdanović,Bogdan,1610612746,LAC,33.0,6,1,5,0.167,3.8,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,334,383,183,429,62,230,147,1,132,247,183,303,247,1,1,258,242,73,1,266,309,330,119,1,2025-26,Regular Season,Scoring
Players,1630538,Bones Hyland,Bones,1610612750,MIN,25.0,12,5,7,0.417,1.4,0.25,0.75,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,4,0.25,247,256,251,322,381,343,57,333,132,36,183,69,247,321,285,258,1,73,1,266,309,286,323,1,2025-26,Regular Season,Scoring
Players,1641764,Brandin Podziemski,Brandin,1610612744,GSW,23.0,31,13,18,0.419,3.0,0.538,0.462,0.5,0.056,0.333,0.0,0.167,0.0,0.444,0.444,0.556,0.75,0.25,0.538,0.462,13,26,0.5,36,91,462,321,167,219,184,151,114,146,183,242,247,149,189,139,195,44,223,132,73,88,119,1,2025-26,Regular Season,Scoring
Players,1629634,Brandon Clarke,Brandon,1610612763,MEM,29.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,482,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1627742,Brandon Ingram,Brandon,1610612761,TOR,28.0,32,19,13,0.594,3.2,0.697,0.303,0.625,0.25,0.281,0.031,0.094,0.266,0.375,0.3,0.7,0.833,0.167,0.423,0.577,26,66,0.394,29,15,397,135,131,134,271,102,14,166,172,283,72,187,239,93,183,60,282,73,20,14,236,1,2025-26,Regular Season,Scoring
Players,1641706,Brandon Miller,Brandon,1610612766,CHA,23.0,20,10,10,0.5,3.3,0.5,0.5,0.24,0.08,0.24,0.08,0.52,0.16,0.16,0.333,0.667,1.0,0.0,0.6,0.4,5,24,0.208,147,132,327,213,117,230,147,301,83,188,125,33,137,303,228,97,1,73,192,151,180,97,344,1,2025-26,Regular Season,Scoring
Players,1630314,Brandon Williams,Brandon,1610612742,DAL,26.0,22,11,11,0.5,3.3,0.607,0.393,0.452,0.129,0.194,0.032,0.354,0.097,0.323,0.143,0.857,1.0,0.0,0.333,0.667,9,28,0.321,128,115,352,213,127,182,224,179,54,211,169,97,200,225,274,58,1,73,302,48,108,83,292,1,2025-26,Regular Season,Scoring
Players,1641729,Brice Sensabaugh,Brice,1610612762,UTA,22.0,16,8,8,0.5,3.1,0.462,0.538,0.286,0.071,0.536,0.071,0.178,0.143,0.214,0.5,0.5,1.0,0.0,0.778,0.222,9,13,0.692,193,180,279,213,153,268,138,272,95,66,135,237,153,280,141,147,1,73,120,234,108,179,46,1,2025-26,Regular Season,Scoring
Players,1642355,Bronny James,Bronny,1610612747,LAL,21.0,1,1,0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,442,383,1,1,402,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,201572,Brook Lopez,Brook,1610612746,LAC,38.0,11,6,5,0.545,3.6,0.538,0.462,0.769,0.154,0.231,0.0,0.0,0.154,0.615,0.4,0.6,1.0,0.0,0.5,0.5,6,13,0.462,265,233,183,177,83,219,184,57,36,191,183,303,143,88,206,119,1,73,227,94,164,179,168,1,2025-26,Regular Season,Scoring
Players,1628971,Bruce Brown,Bruce,1610612743,DEN,29.0,34,18,16,0.529,2.1,0.385,0.615,0.267,0.0,0.6,0.267,0.133,0.133,0.267,0.0,1.0,1.0,0.0,0.6,0.4,5,13,0.385,22,27,437,194,309,299,104,282,132,36,31,267,166,250,285,1,1,73,192,151,180,179,242,1,2025-26,Regular Season,Scoring
Players,1631121,Bryce McGowens,Bryce,1610612740,NOP,23.0,7,3,4,0.429,1.8,0.5,0.5,0.4,0.0,0.6,0.0,0.0,0.6,0.4,1.0,0.0,0.0,1.0,0.5,0.5,2,2,1.0,309,308,151,306,349,230,147,203,132,36,183,303,11,168,1,258,242,1,227,94,265,330,1,1,2025-26,Regular Season,Scoring
Players,1642267,Bub Carrington,Bub,1610612764,WAS,20.0,18,8,10,0.444,2.8,0.529,0.471,0.364,0.364,0.409,0.0,0.227,0.227,0.0,0.5,0.5,0.667,0.333,0.571,0.429,7,17,0.412,172,180,327,292,206,227,179,232,7,118,183,195,86,321,141,147,204,29,208,142,146,144,220,1,2025-26,Regular Season,Scoring
Players,1627741,Buddy Hield,Buddy,1610612737,ATL,33.0,7,3,4,0.429,1.7,0.25,0.75,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,4,0.25,309,308,151,306,352,343,57,1,132,247,183,303,247,1,1,258,242,73,1,266,309,286,323,1,2025-26,Regular Season,Scoring
Players,203468,CJ McCollum,CJ,1610612737,ATL,34.0,26,14,12,0.538,3.9,0.557,0.443,0.418,0.149,0.448,0.134,0.134,0.03,0.269,0.357,0.643,0.8,0.2,0.542,0.458,24,61,0.393,89,80,373,184,52,207,199,197,42,101,83,266,244,249,225,108,188,54,222,134,23,19,237,2,2025-26,Regular Season,Scoring
Players,1630595,Cade Cunningham,Cade,1610612765,DET,24.0,31,21,10,0.677,3.4,0.808,0.192,0.628,0.099,0.025,0.091,0.347,0.083,0.529,0.132,0.868,1.0,0.0,0.154,0.846,39,78,0.5,36,7,327,71,104,98,308,100,68,246,117,99,217,114,277,56,1,73,330,24,7,11,119,1,2025-26,Regular Season,Scoring
Players,1631126,Caleb Love,Caleb,1610612757,POR,24.0,12,7,5,0.583,2.8,0.071,0.929,0.1,0.0,0.75,0.1,0.15,0.1,0.1,0.0,1.0,1.0,0.0,0.833,0.167,6,14,0.429,247,204,183,140,207,374,32,327,132,20,111,259,196,312,285,1,1,73,103,249,164,172,198,1,2025-26,Regular Season,Scoring
Players,1628997,Caleb Martin,Caleb,1610612742,DAL,30.0,13,5,8,0.385,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,234,256,279,343,449,1,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,362,356,1,2025-26,Regular Season,Scoring
Players,1642285,Cam Spencer,Cam,1610612763,MEM,26.0,28,11,17,0.393,1.9,0.474,0.526,0.286,0.143,0.643,0.0,0.071,0.0,0.143,0.25,0.75,0.667,0.333,0.5,0.5,10,19,0.526,61,115,452,339,331,262,143,272,46,32,183,296,247,305,248,75,204,29,227,94,93,128,108,1,2025-26,Regular Season,Scoring
Players,1630560,Cam Thomas,Cam,1610612749,MIL,24.0,6,1,5,0.167,2.1,0.545,0.455,0.4,0.2,0.6,0.0,0.0,0.0,0.2,0.5,0.5,0.0,1.0,0.25,0.75,4,11,0.364,334,383,183,429,302,215,189,203,19,36,183,303,247,284,141,147,242,1,318,36,206,196,256,2,2025-26,Regular Season,Scoring
Players,1641715,Cam Whitmore,Cam,1610612764,WAS,21.0,4,1,3,0.25,3.2,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,1,2,0.5,371,383,123,402,138,230,147,151,132,247,8,34,247,119,1,258,242,73,1,266,309,330,119,1,2025-26,Regular Season,Scoring
Players,1629661,Cameron Johnson,Cameron,1610612743,DEN,30.0,23,11,12,0.478,4.3,0.235,0.765,0.091,0.0,0.545,0.136,0.364,0.091,0.091,0.0,1.0,1.0,0.0,0.8,0.2,5,17,0.294,117,115,373,262,30,351,53,329,132,58,79,90,209,314,285,1,1,73,109,237,180,144,307,1,2025-26,Regular Season,Scoring
Players,1626166,Cameron Payne,Cameron,1610612755,PHI,31.0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,442,383,1,1,478,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1627747,Caris LeVert,Caris,1610612765,DET,31.0,15,8,7,0.533,2.6,0.267,0.733,0.25,0.0,0.563,0.125,0.187,0.125,0.25,0.5,0.5,0.333,0.667,0.4,0.6,5,15,0.333,211,180,251,192,229,341,65,291,132,54,90,227,174,261,141,147,235,9,286,67,180,163,273,1,2025-26,Regular Season,Scoring
Players,1642868,Carter Bryant,Carter,1610612759,SAS,20.0,3,2,1,0.667,0.8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,1.0,390,346,36,72,433,377,1,333,132,1,183,303,1,321,285,258,1,73,1,266,309,362,1,1,2025-26,Regular Season,Scoring
Players,1641717,Cason Wallace,Cason,1610612760,OKC,22.0,27,18,9,0.667,3.0,0.533,0.467,0.476,0.0,0.429,0.143,0.095,0.238,0.476,0.6,0.4,1.0,0.0,0.75,0.25,8,15,0.533,72,27,303,72,164,224,180,168,132,104,75,282,84,134,127,202,1,73,125,209,124,163,104,1,2025-26,Regular Season,Scoring
Players,1642907,Cedric Coward,Cedric,1610612763,MEM,22.0,28,12,16,0.429,3.2,0.5,0.5,0.356,0.0,0.467,0.178,0.177,0.178,0.356,0.5,0.5,1.0,0.0,0.733,0.267,15,38,0.395,61,103,437,306,139,230,147,238,132,94,56,238,123,201,141,147,1,73,148,206,56,47,234,1,2025-26,Regular Season,Scoring
Players,1643052,Chaney Johnson,Chaney,1610612751,BKN,23.0,4,0,4,0.0,2.3,0.667,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,371,438,151,438,278,141,248,333,132,247,183,1,247,321,285,258,242,73,334,266,356,306,356,1,2025-26,Regular Season,Scoring
Players,1642404,Chaz Lanier,Chaz,1610612765,DET,24.0,2,2,0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,412,346,1,1,473,377,338,333,132,247,183,303,247,321,285,258,242,73,334,266,356,406,356,1,2025-26,Regular Season,Scoring
Players,1631096,Chet Holmgren,Chet,1610612760,OKC,23.0,27,20,7,0.741,3.7,0.793,0.207,0.444,0.074,0.222,0.019,0.334,0.093,0.37,0.5,0.5,1.0,0.0,0.625,0.375,16,29,0.552,72,10,251,51,72,103,302,181,91,200,182,103,208,193,141,147,1,73,183,169,51,75,97,1,2025-26,Regular Season,Scoring
