GROUP_SET,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,SEASON_TYPE,MEASURE_TYPE
Players,1629008,Michael Porter Jr.,Michael,1610612751,BKN,27.0,23,5,18,0.217,3.1,0.0,0.2,0.1,0.7,0.9,1.6,0.6,3.4,0.0,0.0,0.4,0.4,2.5,117,256,462,417,156,247,160,118,105,273,443,342,86,188,318,335,111,164,1,2025-26,Regular Season,Misc
Players,1628969,Mikal Bridges,Mikal,1610612752,NYK,29.0,30,18,12,0.6,3.3,0.0,0.2,0.1,0.2,1.0,0.6,1.1,2.6,0.1,0.0,0.3,0.2,2.0,44,27,373,116,120,247,165,114,273,290,168,459,193,83,1,234,249,239,1,2025-26,Regular Season,Misc
Players,201144,Mike Conley,Mike,1610612750,MIN,38.0,11,6,5,0.545,1.6,0.0,0.3,0.0,0.0,0.8,0.1,0.3,1.8,0.0,0.0,0.5,0.2,1.6,265,233,183,177,361,247,90,183,321,245,88,195,315,188,1,424,246,283,1,2025-26,Regular Season,Misc
Players,1628970,Miles Bridges,Miles,1610612766,CHA,28.0,20,9,11,0.45,4.8,0.5,0.3,0.2,1.6,1.3,1.5,0.4,4.8,0.0,0.0,0.4,0.7,5.2,147,151,352,283,12,28,100,71,13,381,429,228,16,188,1,336,35,26,1,2025-26,Regular Season,Misc
Players,1630540,Miles McBride,Miles,1610612752,NYK,25.0,13,7,6,0.538,2.6,0.4,0.0,0.4,0.2,0.7,1.0,0.3,2.5,0.0,0.0,0.1,0.3,2.8,234,204,225,184,237,57,244,22,288,217,303,213,211,188,1,110,148,137,1,2025-26,Regular Season,Misc
Players,1629011,Mitchell Robinson,Mitchell,1610612752,NYK,28.0,16,12,4,0.75,1.4,0.1,0.0,0.0,0.1,0.8,0.3,0.8,0.9,0.1,0.1,0.1,0.3,1.4,193,103,151,43,375,198,244,183,299,241,99,390,398,63,422,129,184,299,1,2025-26,Regular Season,Misc
Players,1628964,Mo Bamba,Mo,1610612762,UTA,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,483,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1642885,Mohamed Diawara,Mohamed,1610612752,NYK,20.0,5,4,1,0.8,1.1,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.8,0.0,0.0,0.0,0.0,0.7,350,279,36,39,412,247,244,183,321,132,1,441,402,188,1,1,337,382,1,2025-26,Regular Season,Misc
Players,1629021,Moritz Wagner,Moritz,1610612753,ORL,28.0,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,383,1,1,457,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630541,Moses Moody,Moses,1610612744,GSW,23.0,16,7,9,0.438,2.2,0.1,0.0,0.0,0.4,1.1,1.2,0.4,2.1,0.1,0.0,0.6,0.3,2.4,193,204,303,301,290,198,244,183,198,342,365,238,260,132,1,441,184,178,1,2025-26,Regular Season,Misc
Players,1631243,Mouhamed Gueye,Mouhamed,1610612737,ATL,23.0,12,6,6,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.0,0.0,0.3,0.0,0.5,247,233,225,213,450,247,244,183,321,150,145,156,409,188,1,213,337,405,1,2025-26,Regular Season,Misc
Players,1630619,Moussa Cisse,Moussa,1610612742,DAL,23.0,7,3,4,0.429,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.6,0.0,0.0,0.3,0.0,0.0,309,308,151,306,455,247,244,183,321,90,1,200,420,188,1,250,337,427,1,2025-26,Regular Season,Misc
Players,1631217,Moussa Diabaté,Moussa,1610612766,CHA,24.0,21,9,12,0.429,3.4,0.2,0.2,0.1,0.5,1.0,0.9,0.3,3.4,0.2,0.0,0.3,0.1,2.4,137,151,373,306,101,145,118,140,162,290,263,218,80,32,1,250,301,187,1,2025-26,Regular Season,Misc
Players,1626167,Myles Turner,Myles,1610612749,MIL,30.0,29,17,12,0.586,2.9,0.3,0.1,0.0,0.3,1.0,0.8,0.4,2.0,0.2,0.0,0.6,0.1,3.0,49,41,373,139,177,101,192,183,246,313,256,247,266,39,1,429,296,124,1,2025-26,Regular Season,Misc
Players,1641772,Nae'Qwan Tomlin,Nae'Qwan,1610612739,CLE,25.0,3,1,2,0.333,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,390,383,86,365,447,247,244,183,321,1,1,1,409,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630230,Naji Marshall,Naji,1610612742,DAL,28.0,42,17,25,0.405,2.9,0.2,0.2,0.4,0.6,1.0,0.8,0.6,3.4,0.0,0.0,0.3,0.4,2.7,1,41,482,329,178,124,165,23,129,290,251,324,87,188,1,230,115,150,1,2025-26,Regular Season,Misc
Players,1631466,Nate Williams,Nate,1610612744,GSW,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,481,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1629675,Naz Reid,Naz,1610612750,MIN,26.0,25,15,10,0.6,1.7,0.0,0.1,0.0,0.2,1.2,0.4,0.4,1.4,0.0,0.0,0.2,0.1,0.7,96,63,327,116,356,247,201,183,287,361,120,231,360,188,310,169,314,379,1,2025-26,Regular Season,Misc
Players,1629674,Neemias Queta,Neemias,1610612738,BOS,26.0,24,10,14,0.417,2.5,0.1,0.1,0.0,0.5,0.3,1.0,0.2,1.3,0.1,0.0,0.5,0.4,2.0,105,132,411,322,242,226,198,183,148,115,303,156,372,101,1,388,99,231,1,2025-26,Regular Season,Misc
Players,1629651,Nic Claxton,Nic,1610612751,BKN,26.0,24,6,18,0.25,2.8,0.0,0.2,0.0,0.4,1.0,1.5,0.8,2.8,0.2,0.0,0.4,0.3,2.1,105,233,462,402,202,247,165,183,186,317,437,404,154,40,313,322,157,217,1,2025-26,Regular Season,Misc
Players,1630208,Nick Richards,Nick,1610612741,CHI,28.0,7,2,5,0.286,1.9,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.1,0.0,0.0,0.1,0.1,1.2,309,346,183,385,332,247,244,183,321,1,133,1,376,188,1,137,270,336,2,2025-26,Regular Season,Misc
Players,1641733,Nick Smith Jr.,Nick,1610612747,LAL,21.0,1,1,0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,383,1,1,441,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1629638,Nickeil Alexander-Walker,Nickeil,1610612737,ATL,27.0,33,16,17,0.485,3.8,0.6,0.2,0.5,0.5,1.5,1.2,1.0,3.9,0.2,0.2,0.4,0.5,3.5,24,49,452,258,60,14,114,15,141,418,375,452,50,48,449,350,62,80,1,2025-26,Regular Season,Misc
Players,201587,Nicolas Batum,Nicolas,1610612746,LAC,37.0,19,7,12,0.368,1.5,0.0,0.0,0.0,0.1,0.6,0.7,0.4,1.6,0.1,0.1,0.3,0.0,0.6,163,204,373,352,370,247,244,183,308,171,226,250,340,150,334,231,337,390,1,2025-26,Regular Season,Misc
Players,1628502,Nigel Hayes-Davis,Nigel,1610612756,PHX,31.0,1,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,442,438,36,438,469,247,244,183,321,1,1,1,436,188,1,470,337,427,1,2025-26,Regular Season,Misc
Players,203999,Nikola Jokić,Nikola,1610612743,DEN,31.0,32,15,17,0.469,4.8,0.3,0.8,0.0,2.2,1.6,1.2,1.2,4.7,0.1,0.1,0.5,1.6,8.1,29,63,452,271,13,96,5,183,4,421,357,466,19,63,422,420,3,5,1,2025-26,Regular Season,Misc
Players,1631107,Nikola Jović,Nikola,1610612748,MIA,22.0,4,3,1,0.75,1.3,0.0,0.0,0.0,0.0,0.5,1.0,0.8,2.0,0.3,0.0,0.5,0.3,2.1,371,308,36,43,382,247,244,183,321,150,303,390,266,19,1,388,184,227,1,2025-26,Regular Season,Misc
Players,202696,Nikola Vučević,Nikola,1610612738,BOS,35.0,29,16,13,0.552,3.7,0.2,0.4,0.0,1.0,1.0,1.3,1.0,4.1,0.1,0.1,0.4,0.2,4.5,49,49,397,172,63,138,27,183,57,313,396,455,29,58,409,328,207,46,2,2025-26,Regular Season,Misc
Players,1642363,Nique Clifford,Nique,1610612758,SAC,24.0,11,7,4,0.636,3.0,0.2,0.2,0.0,0.7,0.8,1.2,0.3,2.5,0.0,0.1,0.3,0.5,2.9,265,204,151,98,170,155,151,183,99,245,362,195,200,188,396,236,90,132,1,2025-26,Regular Season,Misc
Players,1641730,Noah Clowney,Noah,1610612751,BKN,21.0,21,6,15,0.286,2.6,0.3,0.1,0.1,0.2,1.0,1.2,0.7,2.7,0.1,0.0,0.2,0.2,1.7,137,233,424,385,232,72,185,102,276,320,369,357,178,91,325,210,210,271,1,2025-26,Regular Season,Misc
Players,1642869,Noah Penda,Noah,1610612753,ORL,21.0,7,6,1,0.857,3.1,0.0,0.3,0.0,0.6,1.4,1.1,0.1,2.3,0.3,0.0,0.1,0.0,3.0,309,233,36,37,150,247,76,183,129,404,351,150,234,13,1,137,337,119,1,2025-26,Regular Season,Misc
Players,1642849,Nolan Traore,Nolan,1610612751,BKN,19.0,13,3,10,0.231,3.6,0.2,0.2,0.2,0.9,0.8,1.1,0.7,3.1,0.0,0.3,0.9,0.4,3.4,234,308,327,414,81,125,121,61,66,256,335,376,114,188,477,469,114,86,1,2025-26,Regular Season,Misc
Players,1626181,Norman Powell,Norman,1610612748,MIA,32.0,21,11,10,0.524,3.0,0.4,0.1,0.0,1.1,0.6,1.3,0.5,3.2,0.0,0.1,0.2,0.7,2.9,137,115,327,202,162,59,215,179,33,184,409,307,99,158,400,210,38,128,1,2025-26,Regular Season,Misc
Players,1628384,OG Anunoby,OG,1610612752,NYK,28.0,28,18,10,0.643,3.2,0.3,0.4,0.1,0.5,1.2,0.5,1.1,2.5,0.0,0.0,0.2,0.5,3.3,61,27,327,95,135,109,30,157,148,357,160,463,205,175,299,155,88,94,1,2025-26,Regular Season,Misc
Players,1630167,Obi Toppin,Obi,1610612754,IND,28.0,2,0,2,0.0,9.6,0.0,1.0,1.0,4.0,4.5,2.5,2.5,8.0,0.0,0.0,1.0,0.0,8.8,412,438,86,438,2,247,1,2,1,482,476,484,1,188,1,470,337,3,1,2025-26,Regular Season,Misc
Players,1630534,Ochai Agbaji,Ochai,1610612751,BKN,25.0,4,1,3,0.25,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.3,0.3,1.1,371,383,123,402,316,247,244,183,321,150,1,1,421,188,1,213,184,348,2,2025-26,Regular Season,Misc
Players,1641765,Olivier-Maxence Prosper,Olivier-Maxence,1610612763,MEM,23.0,9,4,5,0.444,1.3,0.0,0.0,0.0,0.0,0.4,1.1,0.0,1.1,0.0,0.0,0.2,0.1,0.5,284,279,183,292,383,247,244,183,321,143,345,1,379,188,1,189,290,402,1,2025-26,Regular Season,Misc
Players,1630209,Omer Yurtseven,Omer,1610612744,GSW,27.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,483,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630168,Onyeka Okongwu,Onyeka,1610612737,ATL,25.0,28,15,13,0.536,3.4,0.3,0.0,0.1,0.2,1.3,0.9,0.7,3.2,0.0,0.0,0.7,0.1,2.0,61,63,397,189,108,109,244,157,270,371,274,383,104,175,299,460,270,235,1,2025-26,Regular Season,Misc
Players,1631131,Oscar Tshiebwe,Oscar,1610612762,UTA,26.0,3,0,3,0.0,3.2,0.0,0.7,0.0,0.7,2.7,0.3,1.3,3.3,0.0,0.0,0.0,0.0,1.1,390,438,123,438,140,247,7,183,108,476,113,470,89,188,1,1,337,343,1,2025-26,Regular Season,Misc
Players,1642345,Oso Ighodaro,Oso,1610612756,PHX,23.0,24,8,16,0.333,2.9,0.0,0.1,0.0,0.3,1.0,0.5,0.7,2.8,0.0,0.0,0.4,0.1,1.8,105,180,437,365,182,247,222,183,214,317,145,357,154,188,313,322,286,257,1,2025-26,Regular Season,Misc
Players,1631172,Ousmane Dieng,Ousmane,1610612749,MIL,22.0,6,3,3,0.5,1.6,0.3,0.0,0.3,0.7,0.7,0.5,0.0,1.3,0.0,0.0,0.3,0.0,2.1,334,308,123,213,362,72,244,28,108,198,145,1,361,188,1,286,337,222,2,2025-26,Regular Season,Misc
Players,1629023,P.J. Washington,P.J.,1610612742,DAL,27.0,31,10,21,0.323,3.6,0.2,0.3,0.2,0.5,0.9,1.2,0.5,4.0,0.2,0.1,0.3,0.4,2.5,36,132,475,381,74,170,74,62,146,266,385,302,30,43,428,264,127,166,1,2025-26,Regular Season,Misc
Players,1641790,PJ Hall,PJ,1610612766,CHA,24.0,3,0,3,0.0,1.3,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.0,0.3,0.0,0.0,0.7,3.5,390,438,123,438,395,247,244,183,108,198,303,1,436,7,1,1,38,82,1,2025-26,Regular Season,Misc
Players,1631094,Paolo Banchero,Paolo,1610612753,ORL,23.0,36,24,12,0.667,4.2,0.3,0.0,0.3,0.9,1.2,1.2,0.8,2.7,0.1,0.2,0.3,0.8,4.0,13,4,373,72,38,109,244,50,70,352,370,390,171,141,452,286,25,58,1,2025-26,Regular Season,Misc
Players,1627783,Pascal Siakam,Pascal,1610612754,IND,32.0,28,10,18,0.357,3.7,0.5,0.4,0.1,1.2,1.4,1.3,0.2,3.0,0.2,0.1,0.4,0.4,4.3,61,132,462,361,64,43,44,157,27,394,400,171,118,37,436,311,109,52,1,2025-26,Regular Season,Misc
Players,1626192,Pat Connaughton,Pat,1610612766,CHA,33.0,1,0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,438,36,438,462,247,244,183,321,1,1,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630311,Pat Spencer,Pat,1610612744,GSW,29.0,12,5,7,0.417,2.0,0.0,0.0,0.2,0.5,0.6,1.1,0.5,2.2,0.0,0.0,0.1,0.1,1.8,247,256,251,322,314,247,244,86,148,172,338,286,253,188,1,113,308,259,1,2025-26,Regular Season,Misc
Players,1631116,Patrick Baldwin Jr.,Patrick,1610612758,SAC,23.0,1,1,0,1.0,0.3,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,442,383,1,1,458,247,244,183,321,449,1,479,266,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1630172,Patrick Williams,Patrick,1610612741,CHI,24.0,17,9,8,0.529,1.2,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.9,0.0,0.0,0.2,0.0,0.2,186,151,279,194,396,247,244,183,321,174,119,246,396,188,1,154,337,419,1,2025-26,Regular Season,Misc
Players,202331,Paul George,Paul,1610612755,PHI,35.0,14,7,7,0.5,4.7,0.4,0.2,0.0,0.3,0.6,1.7,0.6,3.6,0.1,0.1,0.5,0.4,5.8,217,204,251,213,17,66,134,183,233,169,455,324,67,52,365,388,125,15,1,2025-26,Regular Season,Misc
Players,1630194,Paul Reed,Paul,1610612765,DET,26.0,13,8,5,0.615,1.5,0.3,0.3,0.0,0.9,0.9,0.4,0.1,0.6,0.2,0.0,0.2,0.5,2.5,234,180,183,109,365,85,70,183,66,278,126,141,419,46,1,143,89,165,1,2025-26,Regular Season,Misc
Players,1630202,Payton Pritchard,Payton,1610612738,BOS,28.0,29,15,14,0.517,3.1,0.1,0.3,0.1,0.2,0.7,1.8,0.3,2.1,0.0,0.0,0.3,0.3,2.3,49,63,411,209,155,192,87,110,271,196,459,199,265,188,295,243,170,194,1,2025-26,Regular Season,Misc
Players,1641796,Pelle Larsson,Pelle,1610612748,MIA,25.0,19,11,8,0.579,2.8,0.5,0.0,0.1,0.7,0.7,0.6,0.5,2.7,0.1,0.0,0.2,0.4,2.3,163,115,279,149,204,41,244,131,97,214,172,280,167,150,1,187,98,200,1,2025-26,Regular Season,Misc
Players,1631250,Pete Nance,Pete,1610612749,MIL,26.0,4,2,2,0.5,1.8,0.0,0.0,0.0,0.0,1.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,371,346,86,213,336,247,244,183,321,290,99,1,266,188,1,1,337,354,1,2025-26,Regular Season,Misc
Players,1631212,Peyton Watson,Peyton,1610612743,DEN,23.0,22,12,10,0.545,3.7,0.1,0.0,0.0,0.2,1.5,1.3,1.0,3.5,0.3,0.1,0.4,0.4,2.4,128,103,327,177,65,193,243,183,277,418,395,441,69,16,434,342,120,184,1,2025-26,Regular Season,Misc
Players,1630173,Precious Achiuwa,Precious,1610612758,SAC,26.0,14,10,4,0.714,2.2,0.0,0.1,0.0,0.3,0.6,0.5,0.2,1.7,0.0,0.0,0.5,0.1,1.9,217,132,151,57,301,247,185,183,233,190,145,171,321,188,1,388,318,250,1,2025-26,Regular Season,Misc
Players,1629656,Quentin Grimes,Quentin,1610612755,PHI,25.0,30,14,16,0.467,4.2,0.3,0.3,0.1,0.4,1.3,1.3,1.0,3.7,0.1,0.0,0.3,0.7,3.2,44,80,437,272,35,72,55,165,187,387,409,439,54,128,293,286,38,105,1,2025-26,Regular Season,Misc
Players,1631245,Quenton Jackson,Quenton,1610612754,IND,27.0,11,4,7,0.364,2.2,0.0,0.3,0.0,0.4,0.3,0.5,0.0,1.6,0.0,0.0,0.3,0.3,2.2,265,279,251,353,294,247,90,183,203,110,162,1,335,188,1,236,171,210,1,2025-26,Regular Season,Misc
Players,1642366,Quinten Post,Quinten,1610612744,GSW,26.0,14,4,10,0.286,1.9,0.2,0.0,0.0,0.3,0.5,0.8,0.2,1.7,0.1,0.0,0.4,0.0,1.2,217,279,327,385,329,135,244,183,233,150,238,171,321,120,1,311,337,323,1,2025-26,Regular Season,Misc
Players,1629628,RJ Barrett,RJ,1610612761,TOR,25.0,19,9,10,0.474,2.7,0.2,0.0,0.3,0.7,0.7,0.7,1.0,2.4,0.0,0.1,0.4,0.3,1.9,163,151,327,266,218,136,244,49,97,214,210,441,219,188,334,349,180,246,1,2025-26,Regular Season,Misc
Players,1642853,Rasheer Fleming,Rasheer,1610612756,PHX,21.0,2,0,2,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,412,438,86,438,384,247,244,183,321,1,1,1,387,188,481,1,65,427,1,2025-26,Regular Season,Misc
Players,1642484,RayJ Dennis,RayJ,1610612737,ATL,25.0,2,0,2,0.0,2.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,0.5,0.5,2.8,412,438,86,438,251,247,244,183,321,150,1,1,118,188,1,388,65,142,1,2025-26,Regular Season,Misc
Players,1641712,Rayan Rupert,Rayan,1610612763,MEM,21.0,5,4,1,0.8,0.9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.0,0.0,0.2,0.0,0.2,350,279,36,39,425,247,244,183,321,132,1,1,266,188,1,169,337,420,2,2025-26,Regular Season,Misc
Players,1642263,Reed Sheppard,Reed,1610612745,HOU,21.0,33,16,17,0.485,2.9,0.1,0.1,0.0,0.1,0.9,0.9,0.5,2.7,0.1,0.0,0.3,0.3,1.8,24,49,452,258,176,221,200,183,320,281,291,283,178,138,1,275,134,254,1,2025-26,Regular Season,Misc
Players,1642265,Rob Dillingham,Rob,1610612741,CHI,21.0,2,2,0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,346,1,1,440,247,244,183,321,1,1,1,436,188,1,1,337,427,2,2025-26,Regular Season,Misc
Players,1629057,Robert Williams III,Robert,1610612757,POR,28.0,19,9,10,0.474,1.6,0.1,0.1,0.0,0.4,1.0,0.3,0.2,1.4,0.2,0.1,0.1,0.1,1.9,163,151,327,266,364,211,211,183,185,290,112,170,358,25,334,125,295,253,1,2025-26,Regular Season,Misc
Players,1631199,Ron Harper Jr.,Ron,1610612738,BOS,25.0,3,1,2,0.333,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,383,86,365,461,247,244,183,321,1,190,1,436,188,1,1,337,427,1,2025-26,Regular Season,Misc
Players,1641842,Ronald Holland II,Ronald,1610612765,DET,20.0,11,5,6,0.455,2.2,0.0,0.0,0.6,0.2,0.7,0.4,0.5,1.3,0.0,0.2,0.3,0.4,1.8,265,256,225,280,289,247,244,6,277,225,121,318,370,188,458,236,120,261,1,2025-26,Regular Season,Misc
Players,1626220,Royce O'Neale,Royce,1610612756,PHX,32.0,31,16,15,0.516,3.3,0.2,0.2,0.1,0.1,1.1,1.0,0.5,2.7,0.1,0.0,0.3,0.1,2.7,36,49,424,210,113,170,175,166,298,343,328,273,175,130,290,264,300,143,1,2025-26,Regular Season,Misc
Players,203497,Rudy Gobert,Rudy,1610612750,MIN,33.0,27,16,11,0.593,3.1,0.2,0.3,0.1,0.7,2.0,0.6,0.3,2.7,0.2,0.1,0.6,0.4,3.0,72,49,352,136,144,152,55,126,108,448,185,218,166,34,375,430,118,118,1,2025-26,Regular Season,Misc
Players,1629060,Rui Hachimura,Rui,1610612747,LAL,28.0,20,15,5,0.75,2.4,0.0,0.1,0.0,0.3,0.8,0.8,0.3,2.2,0.1,0.0,0.4,0.2,2.0,147,63,183,43,276,247,240,183,227,229,243,182,248,154,1,308,265,229,1,2025-26,Regular Season,Misc
Players,201566,Russell Westbrook,Russell,1610612758,SAC,37.0,20,9,11,0.45,3.0,0.2,0.0,0.2,0.3,1.2,1.1,0.5,3.0,0.0,0.1,0.6,0.3,3.3,147,151,352,283,159,139,244,98,227,349,340,286,118,188,330,427,152,92,1,2025-26,Regular Season,Misc
Players,1642346,Ryan Dunn,Ryan,1610612756,PHX,23.0,18,9,9,0.5,0.8,0.0,0.0,0.0,0.1,0.4,0.6,0.0,1.1,0.1,0.0,0.3,0.1,0.8,172,151,303,213,429,247,244,183,305,131,181,1,379,73,1,245,328,375,1,2025-26,Regular Season,Misc
Players,1641750,Ryan Kalkbrenner,Ryan,1610612766,CHA,24.0,14,6,8,0.429,1.3,0.0,0.1,0.0,0.4,0.6,0.6,0.0,1.7,0.1,0.1,0.1,0.0,0.7,217,233,279,306,385,247,185,183,180,190,169,1,321,120,365,106,337,381,1,2025-26,Regular Season,Misc
Players,1642948,Ryan Nembhard,Ryan,1610612742,DAL,23.0,9,4,5,0.444,3.6,0.0,0.0,0.0,0.2,1.0,1.3,0.9,4.9,0.0,0.0,0.0,0.0,0.5,284,279,183,292,73,247,244,183,259,290,409,427,14,188,1,1,337,402,1,2025-26,Regular Season,Misc
Players,1631157,Ryan Rollins,Ryan,1610612749,MIL,23.0,33,18,15,0.545,3.5,0.4,0.1,0.1,0.8,1.2,1.3,0.6,2.2,0.0,0.1,0.2,0.5,4.7,24,27,424,177,92,63,219,122,74,358,407,340,242,186,396,157,90,41,1,2025-26,Regular Season,Misc
Players,1630180,Saddiq Bey,Saddiq,1610612740,NOP,26.0,36,11,25,0.306,3.6,0.4,0.3,0.3,0.9,1.5,0.9,0.7,4.0,0.0,0.0,0.3,0.4,3.5,13,115,482,383,82,64,85,47,61,416,294,357,30,188,286,279,113,77,1,2025-26,Regular Season,Misc
Players,1630573,Sam Hauser,Sam,1610612738,BOS,28.0,22,11,11,0.5,2.6,0.0,0.1,0.0,0.1,0.6,1.3,0.3,1.6,0.0,0.0,0.2,0.1,0.9,128,115,352,213,228,247,219,183,313,175,408,195,335,188,1,157,283,372,1,2025-26,Regular Season,Misc
Players,1630241,Sam Merrill,Sam,1610612739,CLE,29.0,24,15,9,0.625,3.1,0.0,0.1,0.0,0.2,1.1,0.9,0.5,3.0,0.0,0.0,0.4,0.4,2.0,105,63,303,100,149,247,222,183,283,330,283,286,118,188,1,345,116,241,1,2025-26,Regular Season,Misc
Players,1630572,Sandro Mamukelashvili,Sandro,1610612761,TOR,26.0,16,9,7,0.563,1.7,0.2,0.2,0.0,0.3,0.4,0.6,0.3,1.4,0.0,0.1,0.2,0.1,1.1,193,151,251,161,355,147,146,183,250,127,167,182,357,188,353,164,322,344,1,2025-26,Regular Season,Misc
Players,1630583,Santi Aldama,Santi,1610612763,MEM,25.0,23,9,14,0.391,2.4,0.0,0.0,0.1,0.2,0.9,0.3,0.5,1.9,0.1,0.0,0.3,0.0,2.0,117,151,411,340,267,247,244,144,281,273,110,305,309,61,318,307,334,242,1,2025-26,Regular Season,Misc
Players,1630703,Scoot Henderson,Scoot,1610612757,POR,22.0,8,3,5,0.375,1.8,0.0,0.0,0.0,0.0,0.6,0.8,0.0,2.0,0.0,0.0,0.3,0.3,0.9,300,308,183,346,341,247,244,183,321,186,227,1,266,188,1,213,184,366,1,2025-26,Regular Season,Misc
Players,1630567,Scottie Barnes,Scottie,1610612761,TOR,24.0,35,21,14,0.6,3.3,0.1,0.3,0.1,0.9,0.7,0.9,0.6,2.7,0.3,0.1,0.3,0.5,4.1,19,7,411,116,114,206,66,172,68,197,270,324,177,18,420,227,80,57,1,2025-26,Regular Season,Misc
Players,1630590,Scotty Pippen Jr.,Scotty,1610612763,MEM,25.0,1,0,1,0.0,4.0,2.0,0.0,2.0,4.0,2.0,6.0,0.0,4.0,0.0,0.0,3.0,0.0,6.0,442,438,36,438,46,1,244,1,1,449,483,1,30,188,1,484,337,10,1,2025-26,Regular Season,Misc
Players,203552,Seth Curry,Seth,1610612744,GSW,35.0,3,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.3,0.0,390,438,123,438,416,247,244,183,321,1,1,1,361,188,1,1,134,427,1,2025-26,Regular Season,Misc
Players,1631101,Shaedon Sharpe,Shaedon,1610612757,POR,22.0,28,13,15,0.464,2.7,0.3,0.3,0.3,0.7,1.4,0.8,0.6,3.1,0.0,0.1,0.4,0.5,2.1,61,91,424,275,225,88,100,50,104,404,238,341,116,175,413,311,63,225,1,2025-26,Regular Season,Misc
Players,1628983,Shai Gilgeous-Alexander,Shai,1610612760,OKC,27.0,27,20,7,0.741,4.6,1.0,0.3,0.2,1.7,0.8,1.4,0.4,3.6,0.1,0.2,0.7,1.6,8.8,72,10,251,51,18,3,55,63,12,244,424,262,61,116,471,450,1,2,1,2025-26,Regular Season,Misc
