PLAYER_ID,PLAYER_NAME_LAST_FIRST,SORT_ORDER,GP,G,TOUCH_TIME_RANGE,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT,SEASON,SEASON_TYPE
1630577,"Champagnie, Julian",1,77,77,Touch < 2 Seconds,0.846,242,545,0.444,0.608,0.123,63,79,0.797,0.724,179,466,0.384,2025-26,Regular Season
1630577,"Champagnie, Julian",2,77,52,Touch 2-6 Seconds,0.152,39,98,0.398,0.429,0.123,33,79,0.418,0.03,6,19,0.316,2025-26,Regular Season
1630577,"Champagnie, Julian",3,77,1,Touch 6+ Seconds,0.002,0,1,0.0,0.0,0.002,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1641763,"Phillips, Julian",1,44,5,Touch < 2 Seconds,0.545,2,6,0.333,0.417,0.091,1,1,1.0,0.455,1,5,0.2,2025-26,Regular Season
1641763,"Phillips, Julian",2,44,3,Touch 2-6 Seconds,0.364,2,4,0.5,0.5,0.364,2,4,0.5,0.0,0,0,,2025-26,Regular Season
1641763,"Phillips, Julian",3,44,1,Touch 6+ Seconds,0.091,1,1,1.0,1.0,0.091,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1642882,"Reese, Julian",1,8,7,Touch < 2 Seconds,0.691,25,38,0.658,0.658,0.691,25,38,0.658,0.0,0,0,,2025-26,Regular Season
1642882,"Reese, Julian",2,8,6,Touch 2-6 Seconds,0.291,7,16,0.438,0.438,0.291,7,16,0.438,0.0,0,0,,2025-26,Regular Season
1642882,"Reese, Julian",3,8,1,Touch 6+ Seconds,0.018,0,1,0.0,0.0,0.018,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1631124,"Strawther, Julian",1,52,41,Touch < 2 Seconds,0.581,70,155,0.452,0.59,0.165,27,44,0.614,0.416,43,111,0.387,2025-26,Regular Season
1631124,"Strawther, Julian",2,52,37,Touch 2-6 Seconds,0.337,43,90,0.478,0.483,0.307,42,82,0.512,0.03,1,8,0.125,2025-26,Regular Season
1631124,"Strawther, Julian",3,52,18,Touch 6+ Seconds,0.082,9,22,0.409,0.432,0.056,8,15,0.533,0.026,1,7,0.143,2025-26,Regular Season
203944,"Randle, Julius",1,77,76,Touch < 2 Seconds,0.36,204,419,0.487,0.572,0.173,133,201,0.662,0.187,71,218,0.326,2025-26,Regular Season
203944,"Randle, Julius",2,77,76,Touch 2-6 Seconds,0.439,238,512,0.465,0.493,0.36,209,419,0.499,0.08,29,93,0.312,2025-26,Regular Season
203944,"Randle, Julius",3,77,70,Touch 6+ Seconds,0.201,119,234,0.509,0.519,0.184,114,214,0.533,0.017,5,20,0.25,2025-26,Regular Season
1630551,"Champagnie, Justin",1,66,59,Touch < 2 Seconds,0.763,177,318,0.557,0.624,0.446,134,186,0.72,0.317,43,132,0.326,2025-26,Regular Season
1630551,"Champagnie, Justin",2,66,43,Touch 2-6 Seconds,0.23,37,96,0.385,0.406,0.199,33,83,0.398,0.031,4,13,0.308,2025-26,Regular Season
1630551,"Champagnie, Justin",3,66,3,Touch 6+ Seconds,0.007,1,3,0.333,0.333,0.007,1,3,0.333,0.0,0,0,,2025-26,Regular Season
1642348,"Edwards, Justin",1,59,50,Touch < 2 Seconds,0.616,71,181,0.392,0.541,0.105,17,31,0.548,0.51,54,150,0.36,2025-26,Regular Season
1642348,"Edwards, Justin",2,59,40,Touch 2-6 Seconds,0.347,54,102,0.529,0.554,0.299,49,88,0.557,0.048,5,14,0.357,2025-26,Regular Season
1642348,"Edwards, Justin",3,59,7,Touch 6+ Seconds,0.037,8,11,0.727,0.864,0.024,5,7,0.714,0.014,3,4,0.75,2025-26,Regular Season
203994,"Nurkić, Jusuf",1,41,41,Touch < 2 Seconds,0.793,149,283,0.527,0.567,0.608,126,217,0.581,0.185,23,66,0.348,2025-26,Regular Season
203994,"Nurkić, Jusuf",2,41,31,Touch 2-6 Seconds,0.193,30,69,0.435,0.449,0.179,28,64,0.438,0.014,2,5,0.4,2025-26,Regular Season
203994,"Nurkić, Jusuf",3,41,5,Touch 6+ Seconds,0.014,1,5,0.2,0.2,0.014,1,5,0.2,0.0,0,0,,2025-26,Regular Season
1642354,"Simpson, KJ",1,18,1,Touch < 2 Seconds,0.125,0,1,0.0,0.0,0.125,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642354,"Simpson, KJ",2,18,3,Touch 2-6 Seconds,0.75,2,6,0.333,0.333,0.625,2,5,0.4,0.125,0,1,0.0,2025-26,Regular Season
1642354,"Simpson, KJ",3,18,1,Touch 6+ Seconds,0.125,0,1,0.0,0.0,0.125,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",1,3,3,Touch < 2 Seconds,0.563,7,9,0.778,0.889,0.313,5,5,1.0,0.25,2,4,0.5,2025-26,Regular Season
1642955,"Richmond, Kadary",2,3,2,Touch 2-6 Seconds,0.375,2,6,0.333,0.333,0.375,2,6,0.333,0.0,0,0,,2025-26,Regular Season
1642955,"Richmond, Kadary",3,3,1,Touch 6+ Seconds,0.063,1,1,1.0,1.0,0.063,1,1,1.0,0.0,0,0,,2025-26,Regular Season
1642880,"Jones, Kam",1,32,22,Touch < 2 Seconds,0.434,21,59,0.356,0.466,0.066,8,9,0.889,0.368,13,50,0.26,2025-26,Regular Season
1642880,"Jones, Kam",2,32,23,Touch 2-6 Seconds,0.36,23,49,0.469,0.52,0.287,18,39,0.462,0.074,5,10,0.5,2025-26,Regular Season
1642880,"Jones, Kam",3,32,13,Touch 6+ Seconds,0.206,14,28,0.5,0.518,0.199,13,27,0.481,0.007,1,1,1.0,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",1,72,72,Touch < 2 Seconds,0.567,291,565,0.515,0.604,0.301,190,300,0.633,0.266,101,265,0.381,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",2,72,72,Touch 2-6 Seconds,0.372,177,371,0.477,0.488,0.343,169,342,0.494,0.029,8,29,0.276,2025-26,Regular Season
1626157,"Towns, Karl-Anthony",3,72,39,Touch 6+ Seconds,0.06,26,60,0.433,0.433,0.058,26,58,0.448,0.002,0,2,0.0,2025-26,Regular Season
1631255,"Matković, Karlo",1,62,61,Touch < 2 Seconds,0.906,132,213,0.62,0.709,0.523,94,123,0.764,0.383,38,90,0.422,2025-26,Regular Season
1631255,"Matković, Karlo",2,62,20,Touch 2-6 Seconds,0.089,10,21,0.476,0.476,0.089,10,21,0.476,0.0,0,0,,2025-26,Regular Season
1631255,"Matković, Karlo",3,62,1,Touch 6+ Seconds,0.004,0,1,0.0,0.0,0.004,0,1,0.0,0.0,0,0,,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",1,49,43,Touch < 2 Seconds,0.721,73,155,0.471,0.655,0.135,16,29,0.552,0.586,57,126,0.452,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",2,49,27,Touch 2-6 Seconds,0.191,11,41,0.268,0.28,0.135,10,29,0.345,0.056,1,12,0.083,2025-26,Regular Season
1642857,"Jakučionis, Kasparas",3,49,15,Touch 6+ Seconds,0.088,7,19,0.368,0.395,0.074,6,16,0.375,0.014,1,3,0.333,2025-26,Regular Season
202695,"Leonard, Kawhi",1,61,61,Touch < 2 Seconds,0.255,150,302,0.497,0.611,0.101,81,119,0.681,0.155,69,183,0.377,2025-26,Regular Season
202695,"Leonard, Kawhi",2,61,61,Touch 2-6 Seconds,0.416,255,492,0.518,0.577,0.292,197,346,0.569,0.123,58,146,0.397,2025-26,Regular Season
202695,"Leonard, Kawhi",3,61,60,Touch 6+ Seconds,0.329,192,389,0.494,0.536,0.255,159,302,0.526,0.074,33,87,0.379,2025-26,Regular Season
1630811,"Wallace, Keaton",1,51,32,Touch < 2 Seconds,0.478,36,75,0.48,0.693,0.025,4,4,1.0,0.452,32,71,0.451,2025-26,Regular Season
1630811,"Wallace, Keaton",2,51,29,Touch 2-6 Seconds,0.35,19,55,0.345,0.382,0.242,15,38,0.395,0.108,4,17,0.235,2025-26,Regular Season
1630811,"Wallace, Keaton",3,51,21,Touch 6+ Seconds,0.172,11,27,0.407,0.426,0.14,10,22,0.455,0.032,1,5,0.2,2025-26,Regular Season
1631099,"Murray, Keegan",1,23,22,Touch < 2 Seconds,0.56,64,168,0.381,0.467,0.243,35,73,0.479,0.317,29,95,0.305,2025-26,Regular Season
1631099,"Murray, Keegan",2,23,23,Touch 2-6 Seconds,0.343,46,103,0.447,0.456,0.29,44,87,0.506,0.053,2,16,0.125,2025-26,Regular Season
1631099,"Murray, Keegan",3,23,17,Touch 6+ Seconds,0.097,16,29,0.552,0.552,0.093,16,28,0.571,0.003,0,1,0.0,2025-26,Regular Season
1642276,"Ware, Kel'el",1,73,70,Touch < 2 Seconds,0.846,285,512,0.557,0.635,0.511,205,309,0.663,0.336,80,203,0.394,2025-26,Regular Season
1642276,"Ware, Kel'el",2,73,49,Touch 2-6 Seconds,0.147,33,89,0.371,0.376,0.132,32,80,0.4,0.015,1,9,0.111,2025-26,Regular Season
1642276,"Ware, Kel'el",3,73,3,Touch 6+ Seconds,0.007,0,4,0.0,0.0,0.005,0,3,0.0,0.002,0,1,0.0,2025-26,Regular Season
1629640,"Johnson, Keldon",1,77,76,Touch < 2 Seconds,0.545,197,397,0.496,0.605,0.231,111,168,0.661,0.315,86,229,0.376,2025-26,Regular Season
1629640,"Johnson, Keldon",2,77,74,Touch 2-6 Seconds,0.379,158,276,0.572,0.587,0.356,150,259,0.579,0.023,8,17,0.471,2025-26,Regular Season
1629640,"Johnson, Keldon",3,77,37,Touch 6+ Seconds,0.076,30,55,0.545,0.555,0.074,29,54,0.537,0.001,1,1,1.0,2025-26,Regular Season
203482,"Olynyk, Kelly",1,42,31,Touch < 2 Seconds,0.698,32,67,0.478,0.567,0.229,20,22,0.909,0.469,12,45,0.267,2025-26,Regular Season
203482,"Olynyk, Kelly",2,42,16,Touch 2-6 Seconds,0.25,14,24,0.583,0.583,0.229,14,22,0.636,0.021,0,2,0.0,2025-26,Regular Season
203482,"Olynyk, Kelly",3,42,5,Touch 6+ Seconds,0.052,1,5,0.2,0.2,0.052,1,5,0.2,0.0,0,0,,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",1,45,45,Touch < 2 Seconds,0.569,136,284,0.479,0.618,0.164,57,82,0.695,0.405,79,202,0.391,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",2,45,44,Touch 2-6 Seconds,0.315,78,157,0.497,0.506,0.281,75,140,0.536,0.034,3,17,0.176,2025-26,Regular Season
1626162,"Oubre Jr., Kelly",3,45,31,Touch 6+ Seconds,0.116,19,58,0.328,0.328,0.11,19,55,0.345,0.006,0,3,0.0,2025-26,Regular Season
1631113,"Chandler, Kennedy",1,8,8,Touch < 2 Seconds,0.347,13,33,0.394,0.485,0.137,7,13,0.538,0.211,6,20,0.3,2025-26,Regular Season
1631113,"Chandler, Kennedy",2,8,8,Touch 2-6 Seconds,0.453,16,43,0.372,0.384,0.411,15,39,0.385,0.042,1,4,0.25,2025-26,Regular Season
1631113,"Chandler, Kennedy",3,8,7,Touch 6+ Seconds,0.2,8,19,0.421,0.447,0.168,7,16,0.438,0.032,1,3,0.333,2025-26,Regular Season
1629026,"Williams, Kenrich",1,51,44,Touch < 2 Seconds,0.587,78,148,0.527,0.662,0.202,38,51,0.745,0.385,40,97,0.412,2025-26,Regular Season
1629026,"Williams, Kenrich",2,51,33,Touch 2-6 Seconds,0.298,34,75,0.453,0.473,0.258,31,65,0.477,0.04,3,10,0.3,2025-26,Regular Season
1629026,"Williams, Kenrich",3,51,19,Touch 6+ Seconds,0.115,12,29,0.414,0.448,0.095,10,24,0.417,0.02,2,5,0.4,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",1,51,50,Touch < 2 Seconds,0.49,70,179,0.391,0.508,0.126,28,46,0.609,0.364,42,133,0.316,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",2,51,46,Touch 2-6 Seconds,0.441,68,161,0.422,0.45,0.356,59,130,0.454,0.085,9,31,0.29,2025-26,Regular Season
203484,"Caldwell-Pope, Kentavious",3,51,21,Touch 6+ Seconds,0.068,12,25,0.48,0.56,0.044,8,16,0.5,0.025,4,9,0.444,2025-26,Regular Season
1631165,"Ellis, Keon",1,68,24,Touch < 2 Seconds,0.769,49,113,0.434,0.558,0.211,21,31,0.677,0.558,28,82,0.341,2025-26,Regular Season
1631165,"Ellis, Keon",2,68,21,Touch 2-6 Seconds,0.231,23,34,0.676,0.721,0.184,20,27,0.741,0.048,3,7,0.429,2025-26,Regular Season
1642352,"Johnson, Keshad",1,28,18,Touch < 2 Seconds,0.741,27,60,0.45,0.55,0.284,15,23,0.652,0.457,12,37,0.324,2025-26,Regular Season
1642352,"Johnson, Keshad",2,28,12,Touch 2-6 Seconds,0.21,6,17,0.353,0.353,0.21,6,17,0.353,0.0,0,0,,2025-26,Regular Season
1642352,"Johnson, Keshad",3,28,4,Touch 6+ Seconds,0.049,2,4,0.5,0.5,0.037,2,3,0.667,0.012,0,1,0.0,2025-26,Regular Season
201142,"Durant, Kevin",1,74,73,Touch < 2 Seconds,0.351,224,451,0.497,0.624,0.13,109,167,0.653,0.221,115,284,0.405,2025-26,Regular Season
201142,"Durant, Kevin",2,74,73,Touch 2-6 Seconds,0.393,284,506,0.561,0.594,0.334,251,430,0.584,0.059,33,76,0.434,2025-26,Regular Season
201142,"Durant, Kevin",3,74,72,Touch 6+ Seconds,0.256,159,329,0.483,0.521,0.208,134,267,0.502,0.048,25,62,0.403,2025-26,Regular Season
1628989,"Huerter, Kevin",1,65,21,Touch < 2 Seconds,0.669,45,101,0.446,0.54,0.225,26,34,0.765,0.444,19,67,0.284,2025-26,Regular Season
1628989,"Huerter, Kevin",2,65,14,Touch 2-6 Seconds,0.305,21,46,0.457,0.478,0.238,19,36,0.528,0.066,2,10,0.2,2025-26,Regular Season
1628989,"Huerter, Kevin",3,65,3,Touch 6+ Seconds,0.026,1,4,0.25,0.25,0.026,1,4,0.25,0.0,0,0,,2025-26,Regular Season
201567,"Love, Kevin",1,37,36,Touch < 2 Seconds,0.894,72,178,0.404,0.545,0.236,22,47,0.468,0.658,50,131,0.382,2025-26,Regular Season
201567,"Love, Kevin",2,37,17,Touch 2-6 Seconds,0.106,7,21,0.333,0.405,0.05,4,10,0.4,0.055,3,11,0.273,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",1,20,11,Touch < 2 Seconds,0.583,10,21,0.476,0.595,0.222,5,8,0.625,0.361,5,13,0.385,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",2,20,8,Touch 2-6 Seconds,0.361,4,13,0.308,0.346,0.222,3,8,0.375,0.139,1,5,0.2,2025-26,Regular Season
1641755,"McCullar Jr., Kevin",3,20,2,Touch 6+ Seconds,0.056,0,2,0.0,0.0,0.056,0,2,0.0,0.0,0,0,,2025-26,Regular Season
1629645,"Porter Jr., Kevin",1,38,35,Touch < 2 Seconds,0.206,43,106,0.406,0.524,0.064,18,33,0.545,0.142,25,73,0.342,2025-26,Regular Season
1629645,"Porter Jr., Kevin",2,38,38,Touch 2-6 Seconds,0.418,108,215,0.502,0.533,0.34,95,175,0.543,0.078,13,40,0.325,2025-26,Regular Season
1629645,"Porter Jr., Kevin",3,38,38,Touch 6+ Seconds,0.375,88,193,0.456,0.477,0.317,80,163,0.491,0.058,8,30,0.267,2025-26,Regular Season
1626172,"Looney, Kevon",1,19,16,Touch < 2 Seconds,0.741,19,40,0.475,0.488,0.611,18,33,0.545,0.13,1,7,0.143,2025-26,Regular Season
1626172,"Looney, Kevon",2,19,11,Touch 2-6 Seconds,0.259,4,14,0.286,0.286,0.222,4,12,0.333,0.037,0,2,0.0,2025-26,Regular Season
1641718,"George, Keyonte",1,54,53,Touch < 2 Seconds,0.368,164,324,0.506,0.637,0.136,79,120,0.658,0.232,85,204,0.417,2025-26,Regular Season
1641718,"George, Keyonte",2,54,54,Touch 2-6 Seconds,0.338,132,298,0.443,0.478,0.245,111,216,0.514,0.093,21,82,0.256,2025-26,Regular Season
1641718,"George, Keyonte",3,54,52,Touch 6+ Seconds,0.294,106,259,0.409,0.463,0.209,78,184,0.424,0.085,28,75,0.373,2025-26,Regular Season
1642863,"Maluach, Khaman",1,42,28,Touch < 2 Seconds,0.938,40,76,0.526,0.546,0.753,37,61,0.607,0.185,3,15,0.2,2025-26,Regular Season
1642863,"Maluach, Khaman",2,42,5,Touch 2-6 Seconds,0.062,3,5,0.6,0.6,0.062,3,5,0.6,0.0,0,0,,2025-26,Regular Season
203114,"Middleton, Khris",1,58,24,Touch < 2 Seconds,0.352,35,74,0.473,0.615,0.138,14,29,0.483,0.214,21,45,0.467,2025-26,Regular Season
203114,"Middleton, Khris",2,58,24,Touch 2-6 Seconds,0.495,40,104,0.385,0.409,0.381,35,80,0.438,0.114,5,24,0.208,2025-26,Regular Season
203114,"Middleton, Khris",3,58,17,Touch 6+ Seconds,0.152,10,32,0.313,0.328,0.129,9,27,0.333,0.024,1,5,0.2,2025-26,Regular Season
1630165,"Hayes, Killian",1,19,15,Touch < 2 Seconds,0.342,10,38,0.263,0.368,0.054,2,6,0.333,0.288,8,32,0.25,2025-26,Regular Season
1630165,"Hayes, Killian",2,19,17,Touch 2-6 Seconds,0.324,11,36,0.306,0.347,0.243,8,27,0.296,0.081,3,9,0.333,2025-26,Regular Season
1630165,"Hayes, Killian",3,19,16,Touch 6+ Seconds,0.333,11,37,0.297,0.324,0.243,9,27,0.333,0.09,2,10,0.2,2025-26,Regular Season
202691,"Thompson, Klay",1,66,66,Touch < 2 Seconds,0.736,200,508,0.394,0.555,0.109,36,75,0.48,0.628,164,433,0.379,2025-26,Regular Season
202691,"Thompson, Klay",2,66,58,Touch 2-6 Seconds,0.23,65,159,0.409,0.491,0.152,39,105,0.371,0.078,26,54,0.481,2025-26,Regular Season
202691,"Thompson, Klay",3,66,19,Touch 6+ Seconds,0.033,8,23,0.348,0.413,0.016,5,11,0.455,0.017,3,12,0.25,2025-26,Regular Season
1641738,"Brown, Kobe",1,57,23,Touch < 2 Seconds,0.69,52,107,0.486,0.617,0.265,24,41,0.585,0.426,28,66,0.424,2025-26,Regular Season
1641738,"Brown, Kobe",2,57,22,Touch 2-6 Seconds,0.277,24,43,0.558,0.57,0.258,23,40,0.575,0.019,1,3,0.333,2025-26,Regular Season
1641738,"Brown, Kobe",3,57,4,Touch 6+ Seconds,0.032,4,5,0.8,1.0,0.019,2,3,0.667,0.013,2,2,1.0,2025-26,Regular Season
1641723,"Bufkin, Kobe",1,13,10,Touch < 2 Seconds,0.488,4,20,0.2,0.25,0.122,2,5,0.4,0.366,2,15,0.133,2025-26,Regular Season
1641723,"Bufkin, Kobe",2,13,7,Touch 2-6 Seconds,0.195,2,8,0.25,0.25,0.146,2,6,0.333,0.049,0,2,0.0,2025-26,Regular Season
1641723,"Bufkin, Kobe",3,13,7,Touch 6+ Seconds,0.317,6,13,0.462,0.5,0.195,5,8,0.625,0.122,1,5,0.2,2025-26,Regular Season
1642920,"Sanders, Kobe",1,63,56,Touch < 2 Seconds,0.612,98,213,0.46,0.62,0.135,30,47,0.638,0.477,68,166,0.41,2025-26,Regular Season
1642920,"Sanders, Kobe",2,63,50,Touch 2-6 Seconds,0.282,46,98,0.469,0.48,0.264,44,92,0.478,0.017,2,6,0.333,2025-26,Regular Season
1642920,"Sanders, Kobe",3,63,26,Touch 6+ Seconds,0.106,16,37,0.432,0.432,0.101,16,35,0.457,0.006,0,2,0.0,2025-26,Regular Season
1642886,"Brea, Koby",1,9,7,Touch < 2 Seconds,0.706,6,12,0.5,0.75,0.059,0,1,0.0,0.647,6,11,0.545,2025-26,Regular Season
1642886,"Brea, Koby",2,9,2,Touch 2-6 Seconds,0.176,1,3,0.333,0.333,0.118,1,2,0.5,0.059,0,1,0.0,2025-26,Regular Season
1642886,"Brea, Koby",3,9,2,Touch 6+ Seconds,0.118,0,2,0.0,0.0,0.0,0,0,,0.118,0,2,0.0,2025-26,Regular Season
1642851,"Knueppel, Kon",1,77,77,Touch < 2 Seconds,0.595,284,612,0.464,0.65,0.085,56,87,0.644,0.511,228,525,0.434,2025-26,Regular Season
1642851,"Knueppel, Kon",2,77,76,Touch 2-6 Seconds,0.332,169,341,0.496,0.538,0.259,140,266,0.526,0.073,29,75,0.387,2025-26,Regular Season
1642851,"Knueppel, Kon",3,77,46,Touch 6+ Seconds,0.073,44,75,0.587,0.633,0.061,37,63,0.587,0.012,7,12,0.583,2025-26,Regular Season
1627739,"Dunn, Kris",1,77,72,Touch < 2 Seconds,0.619,126,280,0.45,0.58,0.188,53,85,0.624,0.431,73,195,0.374,2025-26,Regular Season
1627739,"Dunn, Kris",2,77,59,Touch 2-6 Seconds,0.27,63,122,0.516,0.525,0.259,61,117,0.521,0.011,2,5,0.4,2025-26,Regular Season
1627739,"Dunn, Kris",3,77,33,Touch 6+ Seconds,0.111,27,50,0.54,0.54,0.111,27,50,0.54,0.0,0,0,,2025-26,Regular Season
1631200,"Murray, Kris",1,53,49,Touch < 2 Seconds,0.714,78,187,0.417,0.5,0.279,47,73,0.644,0.435,31,114,0.272,2025-26,Regular Season
1631200,"Murray, Kris",2,53,36,Touch 2-6 Seconds,0.244,34,64,0.531,0.531,0.237,34,62,0.548,0.008,0,2,0.0,2025-26,Regular Season
1631200,"Murray, Kris",3,53,11,Touch 6+ Seconds,0.042,7,11,0.636,0.636,0.042,7,11,0.636,0.0,0,0,,2025-26,Regular Season
204001,"Porziņģis, Kristaps",1,29,12,Touch < 2 Seconds,0.664,43,99,0.434,0.54,0.255,22,38,0.579,0.409,21,61,0.344,2025-26,Regular Season
204001,"Porziņģis, Kristaps",2,29,11,Touch 2-6 Seconds,0.302,22,45,0.489,0.5,0.282,21,42,0.5,0.02,1,3,0.333,2025-26,Regular Season
204001,"Porziņģis, Kristaps",3,29,4,Touch 6+ Seconds,0.034,2,5,0.4,0.4,0.034,2,5,0.4,0.0,0,0,,2025-26,Regular Season
203937,"Anderson, Kyle",1,39,8,Touch < 2 Seconds,0.333,6,15,0.4,0.4,0.244,6,11,0.545,0.089,0,4,0.0,2025-26,Regular Season
203937,"Anderson, Kyle",2,39,12,Touch 2-6 Seconds,0.489,11,22,0.5,0.5,0.489,11,22,0.5,0.0,0,0,,2025-26,Regular Season
203937,"Anderson, Kyle",3,39,6,Touch 6+ Seconds,0.178,2,8,0.25,0.25,0.178,2,8,0.25,0.0,0,0,,2025-26,Regular Season
1642271,"Filipowski, Kyle",1,75,75,Touch < 2 Seconds,0.625,187,386,0.484,0.573,0.29,119,179,0.665,0.335,68,207,0.329,2025-26,Regular Season
1642271,"Filipowski, Kyle",2,75,71,Touch 2-6 Seconds,0.346,108,214,0.505,0.509,0.337,106,208,0.51,0.01,2,6,0.333,2025-26,Regular Season
1642271,"Filipowski, Kyle",3,75,16,Touch 6+ Seconds,0.029,11,18,0.611,0.667,0.021,9,13,0.692,0.008,2,5,0.4,2025-26,Regular Season
1628398,"Kuzma, Kyle",1,67,65,Touch < 2 Seconds,0.573,186,391,0.476,0.568,0.27,114,184,0.62,0.304,72,207,0.348,2025-26,Regular Season
1628398,"Kuzma, Kyle",2,67,63,Touch 2-6 Seconds,0.34,120,232,0.517,0.532,0.302,113,206,0.549,0.038,7,26,0.269,2025-26,Regular Season
1628398,"Kuzma, Kyle",3,67,33,Touch 6+ Seconds,0.087,28,59,0.475,0.5,0.079,25,54,0.463,0.007,3,5,0.6,2025-26,Regular Season
200768,"Lowry, Kyle",1,13,10,Touch < 2 Seconds,0.9,4,18,0.222,0.333,0.0,0,0,,0.9,4,18,0.222,2025-26,Regular Season
200768,"Lowry, Kyle",2,13,2,Touch 2-6 Seconds,0.1,0,2,0.0,0.0,0.0,0,0,,0.1,0,2,0.0,2025-26,Regular Season
1642273,"George, Kyshawn",1,48,48,Touch < 2 Seconds,0.374,102,216,0.472,0.644,0.075,28,43,0.651,0.3,74,173,0.428,2025-26,Regular Season
1642273,"George, Kyshawn",2,48,48,Touch 2-6 Seconds,0.426,102,246,0.415,0.445,0.326,87,188,0.463,0.101,15,58,0.259,2025-26,Regular Season
1642273,"George, Kyshawn",3,48,41,Touch 6+ Seconds,0.199,49,115,0.426,0.47,0.149,39,86,0.453,0.05,10,29,0.345,2025-26,Regular Season
1643018,"Cryer, LJ",1,17,15,Touch < 2 Seconds,0.65,25,67,0.373,0.53,0.058,4,6,0.667,0.592,21,61,0.344,2025-26,Regular Season
1643018,"Cryer, LJ",2,17,11,Touch 2-6 Seconds,0.262,11,27,0.407,0.556,0.117,3,12,0.25,0.146,8,15,0.533,2025-26,Regular Season
1643018,"Cryer, LJ",3,17,6,Touch 6+ Seconds,0.087,5,9,0.556,0.722,0.029,2,3,0.667,0.058,3,6,0.5,2025-26,Regular Season
1630163,"Ball, LaMelo",1,68,68,Touch < 2 Seconds,0.322,147,373,0.394,0.56,0.035,23,40,0.575,0.287,124,333,0.372,2025-26,Regular Season
1630163,"Ball, LaMelo",2,68,68,Touch 2-6 Seconds,0.343,162,397,0.408,0.497,0.172,91,199,0.457,0.171,71,198,0.359,2025-26,Regular Season
1630163,"Ball, LaMelo",3,68,68,Touch 6+ Seconds,0.336,158,389,0.406,0.474,0.208,105,241,0.436,0.128,53,148,0.358,2025-26,Regular Season
1642950,"Olbrich, Lachlan",1,32,17,Touch < 2 Seconds,0.795,20,35,0.571,0.586,0.568,19,25,0.76,0.227,1,10,0.1,2025-26,Regular Season
1642950,"Olbrich, Lachlan",2,32,8,Touch 2-6 Seconds,0.205,3,9,0.333,0.389,0.159,2,7,0.286,0.045,1,2,0.5,2025-26,Regular Season
1629013,"Shamet, Landry",1,48,46,Touch < 2 Seconds,0.758,118,266,0.444,0.617,0.111,26,39,0.667,0.647,92,227,0.405,2025-26,Regular Season
1629013,"Shamet, Landry",2,48,37,Touch 2-6 Seconds,0.222,33,78,0.423,0.468,0.151,26,53,0.491,0.071,7,25,0.28,2025-26,Regular Season
1629013,"Shamet, Landry",3,48,4,Touch 6+ Seconds,0.02,4,7,0.571,0.643,0.014,3,5,0.6,0.006,1,2,0.5,2025-26,Regular Season
1626204,"Nance Jr., Larry",1,31,28,Touch < 2 Seconds,0.882,35,90,0.389,0.494,0.343,16,35,0.457,0.539,19,55,0.345,2025-26,Regular Season
1626204,"Nance Jr., Larry",2,31,10,Touch 2-6 Seconds,0.118,4,12,0.333,0.333,0.118,4,12,0.333,0.0,0,0,,2025-26,Regular Season
1628374,"Markkanen, Lauri",1,42,42,Touch < 2 Seconds,0.677,265,545,0.486,0.587,0.301,155,242,0.64,0.376,110,303,0.363,2025-26,Regular Season
1628374,"Markkanen, Lauri",2,42,40,Touch 2-6 Seconds,0.293,109,236,0.462,0.47,0.272,105,219,0.479,0.021,4,17,0.235,2025-26,Regular Season
1628374,"Markkanen, Lauri",3,42,15,Touch 6+ Seconds,0.03,10,24,0.417,0.438,0.025,9,20,0.45,0.005,1,4,0.25,2025-26,Regular Season
1643133,"Lovering, Lawson",1,2,2,Touch < 2 Seconds,1.0,6,10,0.6,0.6,1.0,6,10,0.6,0.0,0,0,,2025-26,Regular Season
2544,"James, LeBron",1,56,56,Touch < 2 Seconds,0.385,180,327,0.55,0.616,0.232,137,197,0.695,0.153,43,130,0.331,2025-26,Regular Season
2544,"James, LeBron",2,56,56,Touch 2-6 Seconds,0.37,159,314,0.506,0.527,0.298,146,253,0.577,0.072,13,61,0.213,2025-26,Regular Season
2544,"James, LeBron",3,56,53,Touch 6+ Seconds,0.245,95,208,0.457,0.493,0.203,80,172,0.465,0.042,15,36,0.417,2025-26,Regular Season
